ID,Department,Region,Education,Gender,Recruitment_Channel,Age,Number_of_Previous_Companies,Years_of_Service
5572,Technology,2,Below Secondary,Male,Other,22,1,2
6534,Technology,2,Bachelor's,Male,Referred,37,1,8
2996,Procurement,2,Bachelor's,Female,Other,40,1,12
2553,Sales & Marketing,2,Bachelor's,Male,Sourcing,33,3,8
2157,Sales & Marketing,4,Bachelor's,Male,Sourcing,33,2,4
5576,Technology,2,Bachelor's,Female,Other,30,3,5
5843,Sales & Marketing,17,Master's & above,Male,Other,35,1,3
3166,Operations,8,Master's & above,Male,Sourcing,38,1,5
8652,HR,2,Master's & above,Male,Sourcing,45,1,2
365,Procurement,6,Bachelor's,Male,Other,43,1,6
1121,Procurement,2,Bachelor's,Female,Other,28,1,6
4568,Operations,2,Bachelor's,Female,Other,60,1,3
7575,Analytics,7,Master's & above,Male,Other,36,1,4
9000,Operations,12,Bachelor's,Female,Other,30,1,3
9686,Sales & Marketing,2,Bachelor's,Male,Other,51,More than 3,3
2443,Procurement,25,Bachelor's,Male,Other,27,2,1
8635,Sales & Marketing,2,Master's & above,Male,Other,39,1,5
1900,Technology,2,Master's & above,Male,Sourcing,42,2,3
3551,Technology,19,Bachelor's,Male,Sourcing,34,1,5
5751,Sales & Marketing,15,Bachelor's,Male,Sourcing,31,1,2
6916,Analytics,22,Bachelor's,Male,Sourcing,31,1,4
9882,Sales & Marketing,22,Bachelor's,Female,Sourcing,27,1,4
6603,Sales & Marketing,2,Master's & above,Male,Sourcing,39,1,7
9320,Technology,2,Master's & above,Female,Sourcing,58,1,19
9643,Finance,2,Master's & above,Female,Other,40,1,4
1432,Sales & Marketing,7,Bachelor's,Male,Sourcing,36,1,3
7011,Legal,2,Bachelor's,Male,Other,56,1,7
270,Sales & Marketing,27,Bachelor's,Male,Other,32,1,5
2742,Operations,13,Bachelor's,Male,Other,34,1,4
8829,Operations,2,Bachelor's,Male,Sourcing,34,1,3
2794,Technology,13,Bachelor's,Male,Other,35,2,7
3893,Sales & Marketing,22,Bachelor's,Female,Other,31,1,3
6763,Technology,13,Bachelor's,Female,Other,26,1,3
1464,Analytics,2,Bachelor's,Male,Other,46,1,2
4657,Sales & Marketing,28,Master's & above,Male,Sourcing,32,1,4
1713,Analytics,25,Bachelor's,Male,Sourcing,34,2,5
3622,Technology,22,Bachelor's,Male,Referred,31,2,6
8591,Sales & Marketing,6,Bachelor's,Male,Sourcing,34,1,9
5187,Operations,22,Bachelor's,Male,Sourcing,32,2,2
8452,Sales & Marketing,16,Bachelor's,Male,Other,25,1,2
3110,Procurement,28,Bachelor's,Male,Other,29,1,2
5532,Procurement,20,Bachelor's,Male,Sourcing,35,1,9
3517,Operations,22,Master's & above,Female,Sourcing,47,1,7
5721,Operations,2,Bachelor's,Male,Other,50,1,19
3943,Operations,22,Bachelor's,Female,Other,30,1,1
6444,Sales & Marketing,13,Bachelor's,Male,Other,33,1,2
9266,Sales & Marketing,13,Bachelor's,Male,Sourcing,47,1,19
5343,Finance,22,Master's & above,Female,Other,31,2,4
946,Operations,22,Bachelor's,Male,Other,23,2,1
5594,Legal,11,Bachelor's,Male,Other,33,1,1
5256,Sales & Marketing,19,Bachelor's,Male,Other,43,1,5
7546,Sales & Marketing,2,Bachelor's,Male,Sourcing,38,2,3
8197,Technology,2,Bachelor's,Male,Other,45,1,14
896,Sales & Marketing,22,Bachelor's,Male,Other,35,1,7
241,Operations,16,Bachelor's,Feemale,Other,36,1,7
7378,Technology,5,Bachelor's,Male,Other,29,1,5
6508,Operations,30,Bachelor's,Female,Other,37,1,5
6453,Operations,19,Bachelor's,Male,Sourcing,33,2,9
6514,Operations,13,Bachelor's,Male,Other,37,3,8
3616,Operations,2,Bachelor's,Female,Other,29,1,1
8944,Technology,5,Master's & above,Male,Other,44,1,4
4365,Sales & Marketing,22,Bachelor's,Male,Other,55,2,3
2667,Legal,31,Bachelor's,Male,Other,33,1,2
7422,Operations,2,Bachelor's,Male,Other,25,1,3
2518,R&D,31,Master's & above,Male,Sourcing,37,1,8
4146,Operations,6,Bachelor's,Male,Other,26,1,5
6471,Operations,2,Bachelor's,Male,Other,36,1,12
9009,Technology,2,Bachelor's,Female,Other,26,1,3
3585,Sales & Marketing,2,,Male,Other,24,1,3
5406,Sales & Marketing,2,Bachelor's,Female,Other,31,1,2
7610,Analytics,29,Master's & above,Male,Other,33,1,9
5708,Sales & Marketing,8,Bachelor's,Male,Sourcing,26,1,2
2404,Sales & Marketing,21,Bachelor's,Male,Other,40,1,11
6631,Operations,34,Bachelor's,Female,Other,27,1,6
9680,Technology,2,Bachelor's,Female,Other,46,1,13
4682,Analytics,32,,Male,Other,30,1,3
5665,Operations,15,Bachelor's,Female,Other,34,1,3
2381,Procurement,17,Bachelor's,Male,Other,41,1,9
2672,Sales & Marketing,2,Bachelor's,Female,Referred,32,1,3
9308,Sales & Marketing,2,Bachelor's,Male,Sourcing,40,1,13
469,Procurement,19,Master's & above,Male,Other,43,1,8
7111,Operations,27,Master's & above,Female,Other,46,1,15
7851,Sales & Marketing,2,Bachelor's,Male,Other,29,2,4
9880,Analytics,26,Master's & above,Male,Other,42,1,13
3631,Sales & Marketing,11,Master's & above,Male,Other,46,1,17
3918,Analytics,22,Bachelor's,Male,Other,39,1,3
6583,Procurement,2,Bachelor's,Female,Sourcing,25,1,2
3719,Operations,32,Bachelor's,Female,Sourcing,34,1,5
5967,HR,11,Bachelor's,Male,Other,28,1,1
3900,Sales & Marketing,21,Bachelor's,Female,Other,30,1,5
5829,Analytics,7,Bachelor's,Male,Sourcing,36,1,4
5417,Technology,23,Master's & above,Female,Other,36,1,3
6437,Sales & Marketing,24,Bachelor's,Male,Other,29,1,4
8761,Procurement,22,Bachelor's,Male,Other,27,2,2
9778,Operations,13,Bachelor's,Female,Other,29,1,3
3939,R&D,13,Master's & above,Male,Other,36,1,3
7096,Sales & Marketing,19,Bachelor's,Male,Sourcing,37,1,8
9092,Operations,2,Master's & above,Male,Other,32,1,7
5902,Technology,2,Bachelor's,Male,Other,35,2,7
8072,Procurement,8,Bachelor's,Female,Other,31,1,7
9383,Sales & Marketing,2,Bachelor's,Male,Other,32,2,6
1743,HR,1,Bachelor's,Female,Other,27,1,4
1854,R&D,22,Bachelor's,Male,Other,30,2,2
9911,Sales & Marketing,28,Bachelor's,Female,Other,34,1,8
8493,Sales & Marketing,11,Bachelor's,Male,Other,31,1,8
3643,R&D,15,Bachelor's,Male,Other,28,3,8
5153,Operations,22,Master's & above,Male,Sourcing,37,1,3
8442,Procurement,2,Bachelor's,Female,Other,26,1,3
2015,Sales & Marketing,16,Bachelor's,Male,Sourcing,42,1,2
2322,Analytics,2,,Male,Other,25,1,2
9250,Sales & Marketing,2,Bachelor's,Male,Sourcing,60,1,10
1648,Analytics,31,Bachelor's,Male,Other,30,1,3
6123,Procurement,26,Bachelor's,Male,Sourcing,26,1,3
9504,Procurement,7,Bachelor's,Male,Other,26,1,2
9690,Sales & Marketing,8,Bachelor's,Male,Other,34,1,10
2541,Finance,2,Bachelor's,Male,Other,30,2,4
5577,Procurement,5,Bachelor's,Female,Other,28,1,2
8335,Procurement,7,Master's & above,Female,Other,43,1,17
5527,Analytics,32,Bachelor's,Female,Sourcing,27,1,3
9689,Finance,2,Bachelor's,Male,Sourcing,40,1,6
3421,Sales & Marketing,31,,Male,Sourcing,27,2,1
6691,Finance,29,Bachelor's,Male,Other,30,1,4
3680,Sales & Marketing,13,Master's & above,Male,Other,45,1,7
4451,Sales & Marketing,2,Master's & above,Male,Other,29,2,1
7552,Finance,29,Bachelor's,Male,Sourcing,28,1,5
4731,Procurement,27,Bachelor's,Male,Other,33,1,5
2277,Operations,16,Bachelor's,Male,Sourcing,31,1,3
4332,Operations,4,Bachelor's,Female,Sourcing,35,1,2
737,Analytics,22,Bachelor's,Male,Other,28,2,1
1773,Sales & Marketing,23,Bachelor's,Male,Other,39,2,10
3998,Sales & Marketing,15,,Male,Other,30,1,1
2027,Operations,2,Bachelor's,Female,Sourcing,29,1,4
2025,Analytics,28,Master's & above,Male,Other,32,3,5
7430,Procurement,2,Bachelor's,Female,Other,27,1,2
580,Analytics,31,Bachelor's,Female,Sourcing,29,1,2
337,Sales & Marketing,27,Master's & above,Female,Other,36,1,7
6360,Sales & Marketing,3,Master's & above,Male,Other,34,1,7
403,Procurement,2,Bachelor's,Female,Other,35,2,7
1049,Sales & Marketing,10,Master's & above,Male,Sourcing,36,1,2
3051,Sales & Marketing,22,,Male,Other,21,1,2
4677,Procurement,27,Bachelor's,Male,Other,34,2,4
4370,R&D,2,Bachelor's,Male,Sourcing,35,1,7
5451,Operations,22,Master's & above,Male,Sourcing,37,1,10
1826,Procurement,2,Bachelor's,Female,Sourcing,32,1,3
6865,Procurement,16,Bachelor's,Female,Sourcing,32,1,4
4723,Operations,19,Bachelor's,Male,Sourcing,40,2,4
7592,Analytics,7,Bachelor's,Male,Other,38,1,3
1725,Procurement,2,Bachelor's,Female,Other,32,1,3
6389,Operations,22,Below Secondary,Female,Sourcing,24,2,1
6901,Sales & Marketing,24,Bachelor's,Male,Other,41,1,14
8094,Technology,5,Bachelor's,Male,Other,33,1,8
4986,Sales & Marketing,26,Bachelor's,Male,Other,26,1,2
7232,Technology,7,Master's & above,Female,Sourcing,39,1,4
3592,Operations,2,Bachelor's,Female,Other,33,1,8
9008,Sales & Marketing,20,Master's & above,Male,Other,31,More than 3,6
394,Sales & Marketing,17,Bachelor's,Male,Other,32,2,5
3120,Operations,7,Master's & above,Female,Other,41,2,13
9598,R&D,2,Master's & above,Male,Other,33,1,3
2572,Analytics,7,Master's & above,Male,Other,42,1,14
9995,Operations,26,Bachelor's,Female,Other,34,1,4
7769,Sales & Marketing,7,,Male,Other,26,2,3
9432,Operations,15,Bachelor's,Male,Sourcing,32,2,6
359,Technology,25,Master's & above,Male,Sourcing,36,1,8
3369,Legal,13,Bachelor's,Male,Other,27,1,2
3990,Technology,22,Master's & above,Male,Sourcing,45,1,11
4020,Operations,2,Bachelor's,Male,Sourcing,33,1,8
3732,HR,2,Bachelor's,Female,Sourcing,35,1,10
5331,Legal,13,Bachelor's,Male,Other,32,1,3
673,Technology,6,Bachelor's,Male,Other,27,1,1
6271,Finance,15,Bachelor's,Male,Other,27,1,1
7429,Technology,23,Bachelor's,Male,Sourcing,33,1,6
9776,Technology,2,Bachelor's,Male,Other,29,1,5
2611,Analytics,26,Bachelor's,Male,Other,25,3,2
2076,Analytics,7,Master's & above,Male,Other,51,2,16
97,Analytics,27,Bachelor's,Male,Other,42,1,6
1353,Procurement,2,Bachelor's,Male,Other,36,2,9
7876,Procurement,22,Bachelor's,Female,Other,35,2,4
5072,Analytics,9,Bachelor's,Male,Sourcing,33,1,6
4385,Operations,2,Bachelor's,Female,Other,35,2,8
6082,Analytics,26,Bachelor's,Female,Other,29,1,5
9061,Technology,2,Below Secondary,Female,Other,24,1,1
1036,Sales & Marketing,2,Master's & above,Female,Sourcing,31,1,6
1998,Sales & Marketing,7,,Male,Sourcing,34,1,4
3769,Procurement,26,Bachelor's,Male,Sourcing,36,2,7
3944,Analytics,2,Bachelor's,Male,Sourcing,40,1,10
8714,Procurement,5,Bachelor's,Female,Other,31,1,7
4006,Sales & Marketing,13,Bachelor's,Male,Other,32,2,3
9219,Operations,19,Master's & above,Male,Other,53,1,4
1100,Operations,34,Bachelor's,Male,Other,29,1,2
4673,Procurement,22,Master's & above,Male,Sourcing,31,2,5
424,Technology,26,Bachelor's,Male,Other,35,1,6
4560,Sales & Marketing,7,,Female,Other,25,1,2
5139,Operations,2,Master's & above,Female,Sourcing,51,2,16
4140,Sales & Marketing,3,Master's & above,Male,Other,46,1,5
3,Sales & Marketing,2,Bachelor's,Male,Other,25,1,2
7616,Operations,19,Master's & above,Male,Other,36,1,9
9496,HR,2,Bachelor's,Male,Other,29,1,3
6464,Operations,23,Master's & above,Male,Sourcing,34,3,5
2423,Operations,4,Bachelor's,Female,Other,34,1,2
6396,Sales & Marketing,13,Master's & above,Male,Other,50,1,6
3534,Sales & Marketing,23,Bachelor's,Male,Other,37,1,8
4031,Analytics,2,Bachelor's,Female,Sourcing,30,1,2
5173,Analytics,4,Bachelor's,Male,Other,33,1,5
5480,Sales & Marketing,22,Bachelor's,Male,Other,33,2,7
5152,Operations,31,Master's & above,Female,Other,36,1,7
5347,Technology,2,Bachelor's,Female,Sourcing,32,3,6
7594,Procurement,15,Bachelor's,Male,Other,30,1,6
8357,Sales & Marketing,2,Master's & above,Female,Other,43,1,7
1284,Operations,19,Bachelor's,Male,Other,40,1,13
2668,Technology,10,Bachelor's,Male,Other,27,1,5
6382,Technology,22,Master's & above,Male,Other,39,1,10
2231,Operations,9,Bachelor's,Male,Sourcing,29,1,3
8659,Analytics,11,Bachelor's,Male,Other,30,1,2
7976,Legal,13,Bachelor's,Female,Other,32,1,1
8192,Analytics,19,Bachelor's,Male,Other,29,1,4
3283,Operations,22,Bachelor's,Female,Other,30,1,7
5393,Analytics,20,Bachelor's,Male,Other,30,2,3
8253,Operations,15,Bachelor's,Female,Other,27,1,2
923,HR,32,Bachelor's,Female,Other,31,1,7
4766,Analytics,26,Master's & above,Male,Other,33,2,3
2859,Sales & Marketing,13,Bachelor's,Male,Sourcing,34,1,9
6243,HR,13,Master's & above,Female,Sourcing,34,1,7
5301,Operations,13,Master's & above,Male,Other,41,1,13
2111,Operations,2,Bachelor's,Female,Sourcing,46,1,10
3484,Technology,2,Master's & above,Male,Other,42,1,7
8891,Technology,13,Bachelor's,Female,Other,25,1,1
9899,Sales & Marketing,22,Bachelor's,Female,Sourcing,34,1,9
474,Sales & Marketing,2,Bachelor's,Male,Sourcing,36,1,4
5863,Operations,2,Bachelor's,Male,Other,52,1,7
8020,Finance,30,Bachelor's,Male,Sourcing,27,1,3
619,Sales & Marketing,20,Bachelor's,Female,Other,28,1,3
6644,Finance,2,Bachelor's,Female,Other,27,3,2
6766,Sales & Marketing,22,Master's & above,Female,Sourcing,32,1,7
1434,Sales & Marketing,2,Bachelor's,Male,Other,44,1,16
5140,Analytics,32,Bachelor's,Male,Other,32,1,4
8953,Sales & Marketing,2,Bachelor's,Male,Other,40,3,13
6926,Operations,4,Bachelor's,Male,Other,26,1,2
7566,Technology,31,Bachelor's,Female,Other,30,1,4
2213,Finance,32,Bachelor's,Female,Sourcing,31,1,7
7045,Operations,27,Master's & above,Male,Other,36,3,4
8934,Technology,23,Bachelor's,Female,Other,33,2,4
3660,Operations,32,Bachelor's,Female,Other,32,1,6
5649,Finance,2,Bachelor's,Female,Other,35,2,4
6637,Procurement,7,Master's & above,Female,Other,59,1,6
7050,Sales & Marketing,22,,Male,Other,25,2,3
5633,Sales & Marketing,31,Bachelor's,Female,Other,26,1,5
9511,Technology,23,Bachelor's,Male,Other,30,2,3
569,Operations,31,Bachelor's,Male,Other,25,1,4
1768,Operations,2,Master's & above,Male,Sourcing,35,1,9
3795,Technology,4,Bachelor's,Male,Other,34,1,3
5637,Legal,22,Bachelor's,Male,Other,30,1,6
9347,Sales & Marketing,14,Master's & above,Male,Sourcing,38,1,4
8764,Sales & Marketing,7,,Male,Sourcing,27,1,1
2451,Procurement,2,Bachelor's,Male,Sourcing,37,2,8
5041,Technology,8,Bachelor's,Female,Sourcing,27,1,5
2087,Sales & Marketing,9,Bachelor's,Male,Sourcing,31,1,5
3925,Technology,2,Bachelor's,Male,Sourcing,56,1,8
6720,Analytics,2,Bachelor's,Female,Other,29,2,5
7230,Operations,2,Bachelor's,Female,Other,39,2,9
9655,Technology,7,Master's & above,Female,Other,52,1,5
9770,Operations,13,Bachelor's,Male,Sourcing,34,1,4
5861,Analytics,31,Bachelor's,Male,Other,24,1,1
4647,Operations,4,Master's & above,Male,Other,52,1,15
4822,Procurement,2,Bachelor's,Male,Other,29,1,1
5178,Operations,22,Bachelor's,Male,Other,34,1,10
6694,Sales & Marketing,26,Bachelor's,Male,Sourcing,32,1,7
2582,Analytics,22,,Male,Other,27,1,2
3770,Finance,2,Master's & above,Male,Other,53,1,11
6181,Operations,2,Master's & above,Female,Sourcing,48,2,21
7604,Procurement,30,Bachelor's,Female,Other,33,1,2
9434,Operations,22,Master's & above,Male,Other,33,2,3
4199,Technology,2,Master's & above,Male,Other,43,1,4
5404,Finance,6,Bachelor's,Female,Other,26,1,1
4523,Analytics,22,Master's & above,Male,Other,32,1,7
823,Analytics,2,Bachelor's,Male,Sourcing,25,2,2
4047,Technology,33,Bachelor's,Male,Other,40,1,4
6900,Sales & Marketing,7,Master's & above,Female,Sourcing,37,1,4
2217,Technology,22,Master's & above,Male,Sourcing,57,1,4
3294,Sales & Marketing,27,Bachelor's,Male,Other,47,1,16
5460,HR,2,Bachelor's,Female,Sourcing,57,1,31
8427,Sales & Marketing,8,Master's & above,Male,Other,31,1,1
4477,HR,2,Master's & above,Female,Sourcing,51,1,16
9509,Procurement,2,Bachelor's,Female,Other,29,2,4
8617,Analytics,27,Bachelor's,Male,Other,33,2,8
2592,Sales & Marketing,4,Bachelor's,Male,Sourcing,33,1,4
4977,Sales & Marketing,29,Bachelor's,Male,Other,32,1,6
1096,Operations,2,Master's & above,Male,Sourcing,57,1,16
2829,Technology,5,Bachelor's,Female,Sourcing,37,1,8
9065,Technology,22,Bachelor's,Male,Sourcing,30,2,8
2397,HR,2,Bachelor's,Female,Other,46,1,17
9056,Procurement,2,Bachelor's,Female,Other,32,1,7
6101,R&D,26,Bachelor's,Other,Referred,31,2,5
82,Procurement,28,Bachelor's,Male,Sourcing,29,3,4
740,Technology,10,Bachelor's,Female,Other,29,1,2
7814,Sales & Marketing,2,Master's & above,Male,Other,48,1,16
9518,Sales & Marketing,2,Bachelor's,Male,Sourcing,30,2,5
3647,Sales & Marketing,15,Bachelor's,Male,Sourcing,35,1,10
6757,Procurement,14,Bachelor's,Male,Sourcing,28,1,2
9236,Sales & Marketing,29,Bachelor's,Male,Sourcing,27,1,1
1375,Procurement,7,Bachelor's,Male,Other,30,1,1
7344,Sales & Marketing,26,Bachelor's,Male,Other,46,1,2
6290,Technology,24,Bachelor's,Male,Sourcing,28,1,2
9585,Operations,22,Bachelor's,Female,Sourcing,34,1,9
5123,Operations,2,Bachelor's,Female,Sourcing,32,1,7
6876,Sales & Marketing,31,,Male,Sourcing,32,1,5
7755,Procurement,17,Master's & above,Female,Other,47,1,16
9883,Procurement,2,Bachelor's,Male,Other,24,1,1
6483,Technology,2,Master's & above,Female,Sourcing,44,1,14
6810,Sales & Marketing,2,Master's & above,Male,Sourcing,45,1,18
7020,Analytics,15,,Male,Other,37,2,7
9208,Sales & Marketing,10,Bachelor's,Male,Sourcing,27,1,4
6792,Finance,2,Bachelor's,Male,Other,37,1,10
5933,Legal,20,Bachelor's,Male,Other,30,1,3
8397,Procurement,2,Master's & above,Male,Sourcing,60,1,18
6671,Operations,2,Master's & above,Male,Other,33,2,3
8149,Operations,2,Bachelor's,Male,Other,35,1,6
141,Technology,20,Bachelor's,Male,Other,34,More than 3,4
7665,Technology,7,Bachelor's,Male,Other,27,More than 3,3
1779,Legal,26,Bachelor's,Male,Sourcing,34,1,6
3074,Analytics,32,Bachelor's,Male,Sourcing,29,2,3
1837,Sales & Marketing,2,Bachelor's,Male,Sourcing,29,2,6
2240,Sales & Marketing,27,Bachelor's,Female,Other,36,1,7
6213,Analytics,20,Master's & above,Male,Other,28,1,7
8446,Procurement,22,Master's & above,Female,Sourcing,34,1,5
5791,Finance,22,Bachelor's,Male,Other,28,2,1
4135,Sales & Marketing,19,Bachelor's,Male,Sourcing,34,1,2
8481,Operations,14,Bachelor's,Male,Other,30,1,8
9437,HR,13,Bachelor's,Female,Sourcing,30,1,6
79,Operations,22,Master's & above,Female,Sourcing,38,2,12
4230,Analytics,2,Bachelor's,Male,Sourcing,27,1,2
9575,Procurement,15,Master's & above,Female,Sourcing,34,1,5
4190,Technology,22,Master's & above,Female,Sourcing,35,1,6
5022,HR,2,Bachelor's,Male,Other,36,1,7
8153,Analytics,29,Bachelor's,Female,Other,28,1,1
2462,Sales & Marketing,4,Master's & above,Female,Other,39,1,11
8945,Procurement,2,Bachelor's,Male,Sourcing,23,2,1
6992,Technology,15,Bachelor's,Female,Sourcing,30,2,1
981,Sales & Marketing,7,Bachelor's,Male,Other,31,2,4
2617,Sales & Marketing,4,Master's & above,Female,Sourcing,34,1,7
8851,Legal,2,Bachelor's,Female,Other,28,1,2
868,Sales & Marketing,7,Bachelor's,Male,Other,44,1,6
3090,Sales & Marketing,7,,Male,Other,23,1,2
2382,Sales & Marketing,22,Bachelor's,Male,Other,29,More than 3,1
2012,Operations,5,Bachelor's,Male,Sourcing,26,1,1
7718,Procurement,20,Master's & above,Female,Other,36,1,10
8404,Legal,11,Bachelor's,Male,Sourcing,32,1,1
9175,Procurement,2,Bachelor's,Female,Other,33,1,5
1157,Procurement,23,Master's & above,Male,Sourcing,38,1,10
4616,Technology,23,Bachelor's,Female,Other,31,2,2
6604,Operations,13,Master's & above,Male,Other,37,1,5
8143,Analytics,22,Bachelor's,Male,Sourcing,31,2,2
8905,Sales & Marketing,17,Bachelor's,Male,Other,36,1,7
9835,Sales & Marketing,13,Bachelor's,Male,Sourcing,51,2,7
3339,HR,32,Bachelor's,Male,Other,27,1,1
2876,Sales & Marketing,32,Bachelor's,Male,Other,27,1,4
8112,Sales & Marketing,20,Bachelor's,Male,Sourcing,35,1,6
9101,Operations,6,Bachelor's,Male,Sourcing,28,1,4
1240,Operations,2,Bachelor's,Male,Other,33,1,6
7153,Finance,11,Bachelor's,Female,Sourcing,28,1,3
918,Analytics,28,,Male,Other,35,1,7
7648,Sales & Marketing,2,Master's & above,Male,Sourcing,44,2,7
6630,Procurement,10,Master's & above,Female,Sourcing,39,1,4
4904,Operations,22,Master's & above,Female,Sourcing,35,1,8
9677,Operations,7,Bachelor's,Male,Other,35,1,2
4738,Operations,22,Master's & above,Male,Other,59,1,27
6058,Finance,25,Bachelor's,Male,Other,32,1,6
6734,HR,20,Bachelor's,Female,Other,28,1,2
8703,Sales & Marketing,2,Master's & above,Female,Sourcing,41,1,2
8986,Technology,25,Bachelor's,Female,Other,31,1,3
5216,Sales & Marketing,1,,Male,Other,28,1,1
667,Legal,22,Master's & above,Male,Other,34,3,6
788,Finance,2,Bachelor's,Male,Sourcing,41,1,6
4270,Analytics,26,Bachelor's,Male,Other,30,1,2
8840,Technology,7,Bachelor's,Female,Other,30,2,3
2538,Sales & Marketing,4,Master's & above,Male,Sourcing,40,2,3
1815,Finance,2,Bachelor's,Male,Sourcing,51,1,2
7918,Operations,6,Bachelor's,Female,Sourcing,28,1,2
4237,Sales & Marketing,4,Master's & above,Male,Other,38,1,3
4947,Operations,2,Master's & above,Female,Sourcing,58,1,17
3174,Operations,16,Bachelor's,Female,Sourcing,26,1,3
3454,Sales & Marketing,8,Bachelor's,Male,Other,33,1,4
4953,Finance,2,Bachelor's,Male,Other,28,2,3
3821,HR,7,Bachelor's,Female,Sourcing,24,1,2
2593,Technology,19,Bachelor's,Male,Other,33,2,6
5580,R&D,13,Master's & above,Male,Other,32,1,6
7460,Operations,22,Bachelor's,Male,Sourcing,29,1,3
1281,Analytics,20,Master's & above,Male,Other,33,1,8
7262,Sales & Marketing,7,Bachelor's,Female,Other,26,1,3
807,Operations,22,Bachelor's,Male,Sourcing,46,1,18
2036,Procurement,12,Bachelor's,Male,Sourcing,31,1,7
4016,R&D,7,Master's & above,Male,Sourcing,36,1,7
