company,frequency,recency,monetary,low_hp,medium_hp,high_hp,sport_car,old_,medium_old,medium_new,new_,low_mileage,medium_low_mileage,medium_high_mileage,high_mileage,less_3k,_3k_6k_,_6k_10k_,_10k_15k_,_15k_,profit_per_car
"MK Automobile, Inh. Mert Kaya",3,1,5,2,6,0,0,5,1,2,1,1,7,0,0,1,5,2,0,0,-48.375
Lpp auto,2,10,3,2,1,0,0,2,0,1,0,0,3,0,0,2,1,0,0,0,498.0
Seaourt Alexandre,1,9,3,0,1,0,1,2,0,0,0,0,0,0,2,1,1,0,0,0,1144.0
BÖSZÖRMÉNYI CSABA ALPÁR E.V.,1,10,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,380.0
signauto,1,10,5,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,976.0
LEBREAUTOMOVEIS UNIPESSOAL LDA,1,10,3,2,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,610.0
Garage Gofflo Bvba,2,7,9,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,4,1183.5
KORINITA AC D.O.O.,3,8,9,0,5,3,0,0,0,8,0,0,1,7,0,0,0,0,2,6,303.5
Caro Auto Rulate Srl,6,3,9,5,24,0,0,1,24,4,0,0,2,27,0,5,18,3,3,0,662.0689655172414
"Quakenbrücker Automobile, Inh. Ali Issa",1,7,6,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,1,1,1192.5
FINDCAR S.R.L.,3,4,9,0,3,6,1,2,1,1,5,3,6,0,0,0,0,0,0,9,623.0
MOBILCAR EOOD,1,9,4,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,456.0
KERLINE-CAR KERESKEDELMI KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,4,9,6,4,6,0,0,1,8,1,0,0,3,7,0,4,5,0,1,0,627.1
AUTA SZCZYTNO-MAZURSKA PUSZCZA ŁUKASZ ZIELIŃSKI,1,4,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,274.0
Kocsi-Csemege KFT,3,6,6,0,9,0,0,3,5,1,0,0,0,5,4,2,6,1,0,0,210.66666666666666
"FIRMA ""WAT"" TOMASZ MATUSCZYK",6,2,7,4,18,0,0,8,14,0,0,0,6,15,1,14,8,0,0,0,324.45454545454544
K-mobil Inh. Tobias Kuttig,3,3,7,4,2,0,0,0,2,3,2,3,3,0,0,0,1,1,3,1,657.1666666666666
BELO FRAZÃO MOTORS LDA,1,9,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,932.0
AUTOMOVILES MERINO SL,1,10,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1167.0
Boom occasion center BV,3,1,9,0,4,1,0,0,0,2,5,2,3,0,0,0,0,0,0,5,1277.4
OEIRASCAR OCRS LDA,3,9,5,3,3,0,0,0,4,2,0,0,6,0,0,3,3,0,0,0,432.5
GROUPE GUEUDET - SAGAS - SENLIS - NISSAN,3,8,9,1,1,3,0,0,0,2,4,5,0,0,0,0,0,1,1,3,969.0
Supreme Car Kft.,1,9,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,791.0
LAUVLAD AUTO SRL,1,8,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1016.0
MULTIDRIVE - COMERCIO DE AUTOMOVEIS LDA,3,8,9,3,3,0,0,0,0,2,5,2,3,1,0,0,0,1,0,5,1019.1666666666666
Autohaus Janiak GmbH,3,7,5,5,0,0,0,0,2,3,0,3,2,0,0,0,2,3,0,0,837.4
GOULLE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,1,9,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,146.0
Autohaus Ahrensburg GmbH,1,6,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,625.0
mimar f.h.u. Agnieszka Zając,6,8,8,2,14,5,0,2,11,8,0,0,1,17,3,5,12,4,0,0,278.8095238095238
"AUTO MANGER, Inh. Stefan Manger",3,9,4,3,2,0,0,4,1,0,0,1,3,1,0,3,2,0,0,0,270.8
True Auto SH.P.K.,1,9,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,441.0
MILMIA AUTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,4,4,5,13,0,0,0,12,1,0,0,0,6,7,0,13,0,0,0,0,389.84615384615387
Forza Leasing Birkerød,4,3,10,1,2,3,6,0,0,4,11,10,2,0,0,0,0,0,0,12,643.4166666666666
Autohaus Overhoff GmbH,1,10,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,473.0
V.O.F. AUTOSERVICE MEEREBOER,1,7,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1278.0
SAS COAST CARS,1,9,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,773.0
THOEN CARROSSERIE,4,4,10,0,9,2,0,0,0,2,9,11,0,0,0,0,0,0,1,10,816.5454545454545
"MR KFZ-Vermittlung, Inh. Rasit Celikkanat",1,4,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,201.0
Oy Autoliike Nystedt Bilaffär AB,3,10,10,0,1,0,4,0,0,0,5,5,0,0,0,0,0,0,0,5,2604.4
AUTO GEORGES,3,6,4,7,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,368.85714285714283
JOSE LUIS MOLINA MOLINA,2,9,5,0,3,0,0,0,0,3,0,0,0,3,0,0,1,2,0,0,492.0
Viktor Parvicki,2,8,3,0,3,0,0,2,1,0,0,0,0,0,3,2,1,0,0,0,512.6666666666666
Kragt auto's,3,5,5,0,5,0,0,0,1,4,0,0,5,0,0,0,3,2,0,0,589.8
"Karosserie und Lackinstandsetzung Thomas Ruf, Inh. Thomas Ruf",3,8,7,1,4,0,0,0,0,1,4,2,3,0,0,0,0,1,2,2,-813.2
Till-Autó Autókereskedelmi Kft.,6,4,8,13,10,0,0,3,14,6,0,0,17,6,0,6,11,6,0,0,689.0434782608696
Weirather GmbH,1,10,5,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1078.0
GARAGE LAURENT BOCHET,1,8,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1794.0
"LGBF AUTOMÓVEIS, UNIPESSOAL LDA",1,10,4,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1071.5
EDUARDO MIGUEL RODRIGUES DOS SANTOS,2,7,5,0,1,2,0,1,1,1,0,0,1,2,0,1,0,1,1,0,235.0
"Firma Handlowa ""AUTO - KAM"" Konrad Kamiński",3,10,6,1,5,0,0,0,3,3,1,0,1,4,1,1,3,1,0,1,706.5
Auto Eise GmbH & Co. KG,1,10,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,295.0
B.M. HISTORIC CAR S.R.L.,1,10,5,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,2,2881.5
HARALD KAUFMANN GMBH & CO KG,1,9,7,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,2,993.5
INTERLINC LTD.,4,7,7,7,4,0,0,0,0,9,2,0,2,6,3,0,9,2,0,0,855.0909090909091
DRV Auto SIA,4,7,5,1,7,1,1,7,3,0,0,0,0,5,5,6,2,1,1,0,542.6
EUROGUT S.R.L.,2,3,4,0,2,1,0,1,2,0,0,0,1,2,0,0,2,1,0,0,219.33333333333334
XONDROYDAKIS ANONYMOS ETAIRIA EMPORIKON BIOTEXNIKON TOYRISTIKON XENODOXEIAKON OIKODOMIKON EPIXEIRISEON || XONDROYDAKIS AE,1,10,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-813.0
Hauck & Partner Automobile GmbH,1,8,8,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,2,150.5
MILHAS KILOMETROS UNIPESSOAL LDA,1,10,4,1,1,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,1069.0
"Ceylan Automobile, Inh. Ömer Ceylan",1,10,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-371.0
"AUTOLUX NMKA, Kemal Alacali",1,10,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,653.0
VARANDA & CORDEIRO LDA,1,10,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,285.0
EURL CRAZY CARS,1,7,6,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1248.5
Auto-Treff24 GmbH,5,3,9,2,15,0,0,0,8,8,2,14,3,0,0,0,0,7,5,5,1187.4705882352941
"ERIKS AUTO UND REIFENSERVICE, Inh. Rüdiger Huhn",1,5,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,369.0
POSITIVO E TRANSVERSAL UNIPESSOAL LDA,1,10,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-569.0
K AUTO REMARKETING D.O.O.,1,9,4,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,367.5
"500er Automobile, Inh. Mohamed Jabar",3,5,4,2,3,0,0,1,4,0,0,0,0,5,0,1,4,0,0,0,635.8
Eduard Alushi,1,9,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,872.0
Autohaus Hoffmann e.K.,3,6,8,0,3,1,1,0,0,5,2,1,4,0,0,0,0,0,3,2,876.8
"Ingenieurbetrieb Leferenko, Inh. Daniel Leferenko",3,4,7,0,7,1,0,0,4,4,0,0,7,1,0,0,1,6,0,1,819.5
A DAMIGOS AFTOKINITA MONOPROSOPI IKE || A DAMIGOS MON IKE,1,8,4,0,2,0,0,0,0,2,1,0,1,1,0,0,0,2,0,0,460.5
A&T AUTOMOTIVE,1,9,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,584.0
JEEPSTAR,1,10,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1013.0
Autohaus Prokop GmbH,1,7,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2563.0
Kroon Auto´s,1,10,7,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1679.0
Kögler Autowelt GmbH,4,3,10,1,10,2,1,0,0,4,13,12,2,0,0,0,0,0,4,10,963.7857142857143
Auto Joker Andrzej Roll,1,10,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,303.0
Zakład Utrzymania Dróg i Terenów Zielonych Radomir Białowąs,1,10,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,547.0
Nas auto,1,9,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,364.0
"Autohaus Lange, Inh. Heino Krüger",3,9,7,6,2,0,0,0,5,3,0,5,3,0,0,1,2,3,1,1,606.75
RES MOTORS s.r.o.,1,3,4,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,1,0,164.0
AUTO WILK S C ADAM WILK & KONRAD WILK,1,10,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,755.0
M Trading 2018 EOOD,1,10,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,253.0
GIUNTA COMMERCIALE S.R.L.,1,4,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,758.0
E.S.P. AUTO,2,6,3,3,0,0,0,2,1,0,0,0,1,2,0,2,1,0,0,0,524.0
Sas Carbone,1,3,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,365.0
"Azami Gbr, Inh. Mohamed Ehsan Azami",1,10,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,382.0
"FOTOCARS, Hugo VACROUX",9,4,12,6,27,32,8,15,36,21,1,48,25,0,0,0,5,9,21,38,981.0410958904109
"Autotunc, Inh. Aytunc Emin Bahceci",1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-27.0
AUTO 4 X 4 S.R.L.,2,8,8,2,0,2,0,0,0,1,3,2,2,0,0,0,0,1,1,2,456.5
INA IMPORT GENERAL SRL,6,6,9,0,12,12,0,7,17,0,0,0,3,16,5,1,15,6,2,0,845.5416666666666
Autohaus Hilpert GmbH,3,9,8,6,1,0,0,0,0,5,4,7,0,0,0,0,0,2,4,1,776.2857142857143
Autohaus Schechter GmbH & Co. KG,1,6,5,1,1,0,0,0,0,2,1,2,0,0,0,0,0,1,1,0,739.5
"Autoarena Michel, Inh. Mihail Firsatbul",2,6,4,1,1,1,1,2,2,0,0,0,2,1,1,2,2,0,0,0,-417.25
Libero Autopark GmbH,3,7,9,2,3,1,0,0,0,1,5,6,0,0,0,0,0,0,2,4,874.8333333333334
"Autorecycling Schaumburg, Inh. Ibrahim Muhammad",1,6,2,1,1,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,95.0
TOTU ELŻBIETA JASIŃSKA,5,7,4,14,4,0,0,16,2,0,0,0,1,16,1,18,0,0,0,0,160.88888888888889
Andreas Nolte,4,1,6,0,13,0,1,13,1,0,0,0,3,9,2,10,2,2,0,0,215.85714285714286
"Salvatore KFZ Meisterbetrieb, Inh. Pascal Salvatore",1,9,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,865.0
GROUPE LAFONTAINE - LAFONTAINE 64 - BASSUSSARRY - MULTIMARQUE,2,9,8,1,3,0,0,0,2,2,2,2,2,0,0,0,0,0,1,3,954.0
ANNA WYROBEK TOMI-CAR,5,1,6,9,8,1,0,4,14,0,0,0,0,11,7,14,3,1,0,0,504.3333333333333
De Slagen Advies  bemiddelingkantoor,1,8,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,243.0
Pcolar Trade s. r. o.,1,9,4,0,1,1,0,0,2,0,0,0,0,2,0,0,1,1,0,0,306.0
Hotaman Automobile,3,8,9,0,4,2,0,0,0,3,5,3,3,0,0,0,0,0,0,6,242.83333333333334
Hassan Kassem,1,8,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-266.0
PHU Maciej Snieg,1,10,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-1122.0
Straume auto SIA,2,7,4,0,1,2,0,0,3,0,0,0,0,1,2,0,2,1,0,0,908.3333333333334
SAS G.H.V. - GROUPE PROCUREUR - FORD MAZDA - EVREUX,2,3,8,1,2,0,1,0,0,2,3,4,0,0,0,0,0,0,0,4,1680.25
Alismo B.V.,1,10,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,747.0
SON MOTORS SRL,3,9,8,2,2,2,0,0,1,3,2,0,4,2,0,0,0,2,2,2,547.8333333333334
Reflex Auto Kft,2,4,5,3,1,0,0,0,0,3,1,1,2,1,0,1,2,0,0,1,564.0
TOLJ AUTOMOBILI D.O.O.,4,8,9,1,8,1,0,0,0,10,2,0,4,6,0,0,1,6,2,1,1081.8
Autohaus AGB Rheinland GmbH,4,7,10,1,7,4,3,0,0,2,13,14,0,0,0,0,0,0,1,13,1887.857142857143
"Automobile Trier, Inh. Viktor Martaler",1,8,4,0,2,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,802.5
GEORGIOS STAMELAKOS IDIOTIKH EPIXEIRISH PAROXHS YPHRESION ASFALEIAS IEPYA MONOPROSOPI IKE || GROUP 3P SECURITY,2,10,4,3,1,0,0,0,2,2,0,0,3,1,0,0,3,1,0,0,747.0
"AUTO KOMIS ""GROSIK"" - AUTO STUDIO Danuta Gdanietz",2,9,4,0,4,0,0,0,1,3,1,0,0,1,3,0,4,0,0,0,467.25
RUBIN STAR COM SRL,1,9,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,465.0
"Autohaus Däschlein, Inh. Theo Däschlein",1,10,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,618.0
"LM-Automobile, Inh. Maksim Lakstankin",1,8,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,830.0
Autoservice Eppstein GbR,4,5,9,1,10,0,1,4,4,4,2,2,10,0,0,1,4,2,4,1,872.75
HOVENES EOOD,1,1,2,1,1,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,326.0
WIKTOR MACZUGA ProTECH,1,10,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,949.0
E MOL JUNIOR COMPANY S.R.L.,3,9,6,1,4,0,0,1,1,3,0,0,0,2,3,0,2,2,1,0,608.4
Just-Cars s.r.o.,1,10,3,0,1,1,0,1,1,0,0,0,0,2,0,1,0,1,0,0,441.0
"Bre Automobile, Inh. Bajram Dzigal",1,6,4,0,0,2,0,1,1,0,0,0,1,0,1,0,1,1,0,0,-1933.5
Auto Center Süd GmbH,1,10,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1133.0
AUTO 2001,2,8,7,0,0,2,2,0,2,2,1,1,1,2,0,0,0,2,0,2,489.25
AHC Autohaus Crailsheim GmbH & Co. KG,1,7,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,621.0
Mk Automobiles,1,6,2,2,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,586.5
Kamp-EAW GmbH,1,10,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1096.0
ANTONIO SALAZAR SERRANO,1,10,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1607.0
"""GRABER"" MICHAŁ GRABOWSKI",4,5,4,8,4,0,0,4,8,0,0,0,3,8,1,12,0,0,0,0,344.8333333333333
Dogru & Biskin GbR,3,7,7,3,2,1,0,0,1,5,0,4,2,0,0,0,1,1,4,0,579.6666666666666
Autohaus Spitzauer Autohandelsgesellschaft mbH,3,4,9,3,5,0,0,0,0,4,5,6,2,0,0,0,0,2,2,4,1275.0
Sprintex plus s.r.o.,1,9,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,472.0
"FMH Becker, Inh. Alexander Becker",2,5,2,2,1,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,279.3333333333333
ANTONIADIS HARALAMPOS ANESTIS,1,7,4,2,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,401.0
FC-RACING-AUTOMOBILES,2,8,4,4,0,0,0,0,4,0,0,2,2,0,0,1,3,0,0,0,604.5
"KSD / Konrad Stryjewski, Inh. Konrad Stryjewski",2,3,2,0,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,128.66666666666666
Bemado Marcin Teibert,1,9,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,97.0
ROAD SERVIS s.r.o.,2,1,5,0,3,0,0,0,0,1,2,1,0,2,0,0,0,0,3,0,589.6666666666666
Car Store Cuijk,1,7,2,2,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,531.0
TOTAL OCASION CARS SL,1,8,4,0,2,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,392.0
CAR LAND PLUS SRL,1,6,6,0,2,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,200.0
EDYMAR EUROSPEED SRL,3,7,6,0,6,1,0,0,6,1,0,0,0,2,5,1,3,3,0,0,401.2857142857143
"Automobile Daubert, Inh. Sergej Daubert",5,4,9,11,7,0,0,2,6,9,1,8,9,1,0,1,8,6,1,2,651.7222222222222
Autohaus Lingenauer GmbH,1,9,5,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,1095.0
"Autohaus Gül, Inh. Volkan Gül",4,7,7,5,5,0,0,1,4,5,2,4,6,0,0,2,3,5,0,0,592.4
CAR DISCOUNT,2,1,5,0,3,0,0,1,0,2,0,0,2,1,0,0,1,0,2,0,281.3333333333333
Autohaus Knopp GmbH,1,10,4,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1298.0
RECH-CAR MARIUSZ RECHCIŃSKI,1,10,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,579.0
UAB Augme,1,9,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,457.0
SZAKALA ANITA E.V.,7,3,9,18,12,0,0,1,13,16,0,11,17,2,0,0,13,17,0,0,836.2
Jiří Nenadál,1,10,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,670.0
AutoSL GmbH,1,9,9,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1950.0
Auto Roest BV,6,9,10,0,14,6,0,0,0,9,17,12,8,0,0,0,0,0,0,20,784.35
SIA Baltik Points,4,1,4,2,8,0,0,6,4,0,0,0,1,4,5,10,0,0,0,0,279.3
Juhász Levente E.V.,1,8,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,700.0
KING WASH,1,10,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,265.0
SVN AUTOTRADING CONSULT S.R.L.,1,8,3,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,-1950.0
BRUNO MIGUEL SINOGAS DE OLIVEIRA,1,10,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,411.0
TO-BE MOBIL KERESKEDELMI ÉS SZOLGÁLTATÓ KFT,3,9,4,3,3,0,0,5,1,0,0,0,1,2,3,6,0,0,0,0,745.8333333333334
"WUNDER AUTOMOBILE, Inh. Elena Wunder",4,6,5,0,13,0,0,13,0,0,0,0,3,10,0,9,4,0,0,0,501.3076923076923
"Krawczyk Automobile, Inh. Silvia Krawczyk",1,10,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,401.0
SIX’AUTO,4,2,4,11,1,0,0,5,7,0,0,0,7,5,0,12,0,0,0,0,386.1666666666667
Matúš Bosák,1,10,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,246.0
Rent a Car One SH.P.K.,1,6,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,367.0
LAND OF CARS S.R.L.,2,9,5,0,4,0,0,0,1,3,0,0,0,3,1,0,1,3,0,0,679.5
Ing. Luděk Kovář,1,7,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,464.0
T.G.S. 3 Szolgáltató és Kereskedelmi Zártkörűen Működő Részvénytársaság,1,8,4,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,739.0
Michael Seier,4,4,3,7,4,0,0,9,2,0,0,0,5,6,0,11,0,0,0,0,167.9090909090909
M.T AUTOMOTO MAREK TOMASIK,3,6,8,0,3,2,0,0,1,3,1,0,1,4,0,0,0,1,0,4,1543.8
Diffusion internationale automobile,8,3,10,19,44,1,0,4,42,17,1,8,46,10,0,5,32,23,3,1,809.1875
Vissers-Ammerlaan Bedrijfswagens,3,4,6,3,3,0,0,0,4,2,0,1,2,3,0,0,4,2,0,0,690.1666666666666
Allan Hansen Automobiler A/S,1,10,6,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1665.0
Bobrink-Carstream GmbH (Bobrink Gruppe),1,7,5,1,1,0,0,0,0,1,2,2,0,0,0,0,0,1,1,0,-220.5
Autoservice Stepelo,2,9,5,0,4,0,0,0,4,0,0,0,4,0,0,0,1,3,0,0,398.0
Espace méditerranée - Groupe CAPEL (TRESSOL CHABRIER),1,10,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,512.0
"Firma Handlowo - Usługowa ""MASTER"" Łukasz Sękiewicz",1,4,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,156.0
"KFZ Honke, Inh. Reinhard Honke",6,7,5,18,5,0,0,17,6,0,0,0,7,14,2,22,1,0,0,0,331.3478260869565
G KAPSALAKIS MONOPROSOPI IKE AUTOCENTER KAPSALAKIS,2,7,6,3,1,0,0,0,0,4,3,1,3,0,0,0,0,3,0,1,1118.25
DAVIDE DA SILVA MARTINS,1,8,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,892.0
MOTORCAR 2015 SL,1,9,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,502.0
POINTCAR s.r.o.,1,10,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,393.0
SAMUEL GARCIA PARADA,3,9,7,0,7,0,0,0,3,4,0,0,2,5,0,0,3,0,4,0,1031.857142857143
Auto Beu,4,8,5,3,7,0,0,8,2,0,0,0,0,2,8,8,1,1,0,0,395.8
"V. Q. - Motors, Inh. Andre Vogel",1,9,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,-1272.0
KEVIN OSSWALD AUTOMOBILES,1,9,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,711.0
D’stock Auto,1,9,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,258.0
BULTRACO MOTORS AD,7,1,10,1,34,0,0,4,8,19,8,15,19,1,0,0,2,9,16,8,1018.0571428571428
EXPO-RENT CSA 2017 SRL,1,9,6,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,894.5
JOSE CRISTO CASTRO FERNANDEZ,1,10,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,739.0
DAVID COSTA & VÍTOR COSTA - COMÉRCIO DE AUTOMÓVEIS LDA,1,10,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1089.0
Herwers Hengelo B.V.,7,3,12,4,14,10,6,0,0,3,32,31,3,0,0,0,0,0,2,32,1606.7058823529412
Autohaus Peter Ebner GmbH,7,6,11,10,26,7,1,0,2,8,40,43,1,0,0,0,0,3,10,31,294.9318181818182
"Autohaus Bassil, Inh. Jony Bassil",1,1,4,2,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,1016.5
"MaliCar, Inh. Mohammed Mohammend Ali",1,10,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-138.0
"AUTOMTRA, UAB",1,10,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,595.0
RADIANT - LUX BARTŁOMIEJ WIŚNIEWSKI,2,9,4,0,3,0,0,0,3,0,0,0,0,3,0,0,2,1,0,0,1055.6666666666667
VIPTRONIC Michał Kowalczyk,2,8,3,3,0,0,0,0,3,0,0,0,1,2,0,3,0,0,0,0,515.3333333333334
imperial group,7,5,9,0,28,5,0,11,22,0,0,1,18,14,0,1,19,13,0,0,894.7575757575758
RS SERVICES,1,8,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,977.0
SASU Carte Grise Auto,1,8,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,776.0
"Autohandel Mekic, Inh. Kemal Mekic",6,5,9,11,15,0,2,20,7,1,0,1,21,2,4,20,6,1,0,1,324.17857142857144
KAROL IGNUT,1,10,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,486.0
"Autohof Unger, Inh. Gina Unger",3,9,5,0,5,0,0,3,0,2,0,0,5,0,0,1,2,0,2,0,395.0
STATHIS STILIANOS MICHAIL | | STATHIS SN,2,9,5,3,1,0,0,0,0,3,1,1,2,1,0,0,2,2,0,0,368.0
Bleeker & de Jong GmbH,1,10,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2059.0
"Dornmüller Automobile, Inh. Christian Dornmüller",1,6,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-655.0
Vogl & Co Leibnitz GmbH,8,4,11,10,37,0,0,0,0,8,45,43,4,0,0,0,0,4,17,26,711.9148936170212
LUCMAR WEST PARK SRL,5,9,7,3,13,0,0,1,14,1,0,0,1,14,1,2,13,1,0,0,577.8125
SELECTED CARS ΟΙΚΟΝΟΜΟΥ Ε Ε || SELECTED CARS ΟΙΚΟΝΟΜΟΥ Ε Ε,1,9,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,381.0
