stock_number,retail_country,rating_scale,rates,make,model,mileage_cluster,mileage,horsepower,built_year,esp,fueltype,geartype,body_type
FU55962,DE,1,1- Very Good,Opel,Zafira Life,60-70k,61314,177,2019,37024.0,Diesel,Gear type automatic,Bus
DM29429,PL,3,3- Appropriate,BMW,X1,100k+,180134,185,2014,13186.0,Diesel,Gear type automatic,SUV
UE37865,IT,3,3- Appropriate,Mercedes-Benz,GLA-Klasse,40-50k,44692,150,2020,39599.0,Diesel,Gear type automatic,SUV
YZ16492,IT,4,4- A little high,Fiat,500X,30-40k,34065,120,2019,21499.0,Diesel,Gear type automatic,SUV
PY73053,AT,1,1- Very Good,Suzuki,Swift,30-40k,31739,90,2015,10190.0,Benzin,Gear type manual,Limousine
FP61001,BE,5,5- Too high,Ford,Fiesta,60-70k,61703,82,2014,7850.0,Benzin,Gear type manual,Limousine
FW62815,IT,4,4- A little high,Nissan,Juke,0-10k,8657,114,2021,22999.0,Benzin,Gear type automatic,SUV
LH07899,IT,4,4- A little high,Nissan,Qashqai,20-30k,22325,116,2018,21399.0,Diesel,Gear type manual,SUV
YP10149,DE,4,4- A little high,Audi,A4,70-80k,79644,190,2015,24650.0,Diesel,Gear type automatic,Kombi
VZ64679,IT,4,4- A little high,Renault,Megane,100k+,105712,110,2017,13399.0,Diesel,duplex,Kombi
UZ83433,BE,1,1- Very Good,Volkswagen,Caddy,40-50k,47525,105,2014,15899.0,Benzin,Gear type manual,Kombi
EW34736,DE,5,5- Too high,Volkswagen,T6 Multivan,80-90k,85565,205,2015,43950.0,Diesel,Gear type automatic,Bus
VA28457,DE,3,3- Appropriate,Mercedes-Benz,C-Klasse,70-80k,79905,185,2015,23704.0,Benzin,Gear type automatic,Limousine
RW43745,AT,4,4- A little high,Dacia,Duster II,10-20k,10477,116,2020,21790.0,Diesel,Gear type manual,SUV
TL43512,DE,4,4- A little high,Fiat,500C,30-40k,36075,70,2015,11278.0,Benzin,Gear type manual,Cabrio
KM65008,IT,4,4- A little high,Fiat,Panda,40-50k,41156,70,2020,12399.0,Hybrid,Gear type manual,Limousine
UF00170,DE,4,4- A little high,Volkswagen,Arteon,60-70k,60838,190,2018,32490.0,Diesel,Gear type automatic,Limousine
FV78719,IT,3,3- Appropriate,Renault,Clio,50-60k,53005,76,2019,13199.0,Benzin,Gear type manual,Limousine
DM49369,DE,4,4- A little high,Smart,fortwo,10-20k,16208,90,2019,18609.0,Benzin,Gear type automatic,Coupe
FR72634,BE,3,3- Appropriate,Peugeot,3008,90-100k,90325,130,2019,20450.0,Benzin,Gear type manual,SUV
LE29460,IT,3,3- Appropriate,BMW,1er,30-40k,30568,150,2019,23999.0,Diesel,Gear type automatic,Limousine
AF12602,AT,4,4- A little high,BMW,X1,90-100k,95910,190,2015,22590.0,Diesel,Gear type automatic,SUV
CN27755,DE,4,4- A little high,Skoda,Octavia,100k+,107145,150,2016,14728.0,Benzin,Gear type manual,Kombi
WK25805,AT,4,4- A little high,Mercedes-Benz,C-Klasse,100k+,118022,194,2019,27990.0,Diesel,Gear type automatic,Kombi
ZB05445,IT,4,4- A little high,Audi,A3,100k+,124166,115,2017,17299.0,Diesel,duplex,Limousine
YD46119,AT,4,4- A little high,Audi,A4,100k+,106460,190,2017,24490.0,Benzin,duplex,Limousine
MU90495,IT,3,3- Appropriate,Renault,Clio,100k+,148109,75,2014,6899.0,Diesel,Gear type manual,Kombi
DC54710,PL,5,5- Too high,Honda,CR-V,100k+,166399,120,2014,13164.0,Diesel,Gear type manual,SUV
TE50570,DE,4,4- A little high,Honda,HR-V,10-20k,17224,130,2018,23890.0,Benzin,Gear type automatic,SUV
TA46276,PL,2,2- Good,Hyundai,ix35,100k+,124027,135,2014,11965.0,Benzin,Gear type manual,SUV
VM38235,DE,3,3- Appropriate,Volkswagen,Sharan,100k+,110730,177,2015,23580.0,Diesel,Gear type automatic,Van
AB52417,DE,2,2- Good,Volkswagen,Polo,40-50k,44732,95,2018,16490.0,Diesel,Gear type manual,Limousine
WU28483,IT,4,4- A little high,Fiat,Punto,100k+,104353,70,2013,8499.0,Gas,Gear type manual,Limousine
MC79825,PL,3,3- Appropriate,Volkswagen,Passat,100k+,169809,150,2016,14477.0,Diesel,Gear type manual,Kombi
YU41752,IT,3,3- Appropriate,Toyota,RAV 4,100k+,145870,150,2012,10399.0,Diesel,Gear type manual,SUV
NK88597,PL,4,4- A little high,Kia,Optima,100k+,116471,140,2018,17195.0,Diesel,duplex,Kombi
ZP92705,IT,4,4- A little high,Fiat,500L,80-90k,82983,85,2014,12799.0,Diesel,Semi-automatic,Van
HW54054,IT,4,4- A little high,Opel,Karl,30-40k,32214,75,2017,10899.0,Benzin,Gear type manual,Limousine
FA48349,IT,3,3- Appropriate,Lancia,Ypsilon,50-60k,55276,85,2013,8399.0,Benzin,Semi-automatic,Limousine
BS81077,PL,4,4- A little high,Ford,Kuga,70-80k,71895,150,2016,15044.0,Benzin,Gear type manual,SUV
ZW24657,DE,3,3- Appropriate,Dacia,Duster II,30-40k,36865,125,2018,15890.0,Benzin,Gear type manual,SUV
ZE20964,IT,4,4- A little high,Volkswagen,Polo,70-80k,73606,60,2015,10499.0,Benzin,Gear type manual,Limousine
BM95841,BE,4,4- A little high,BMW,X1,100k+,101716,140,2018,24140.0,Benzin,Gear type automatic,SUV
ZC20407,DE,1,1- Very Good,Fiat,Tipo,70-80k,75149,120,2018,14986.0,Benzin,Gear type manual,Kombi
KM67994,DE,2,2- Good,Opel,Mokka X,30-40k,33528,115,2017,14890.0,Benzin,Gear type manual,SUV
ES40101,AT,4,4- A little high,Toyota,Verso,100k+,103643,125,2013,11990.0,Diesel,Gear type manual,Van
SD90851,DE,4,4- A little high,BMW,5er,100k+,113788,190,2016,22847.0,Diesel,Gear type automatic,Kombi
UN83311,DE,1,1- Very Good,Mercedes-Benz,C-Klasse,70-80k,72602,185,2014,22950.0,Benzin,Gear type automatic,Limousine
CG84139,DE,2,2- Good,Audi,A3,80-90k,81234,150,2014,16491.0,Benzin,Gear type manual,Limousine
EW34736,DE,4,4- A little high,Volkswagen,T6 Multivan,80-90k,85565,205,2015,43950.0,Diesel,Gear type automatic,Bus
UF00170,DE,3,3- Appropriate,Volkswagen,Arteon,60-70k,60838,190,2018,32490.0,Diesel,Gear type automatic,Limousine
YU20526,AT,1,1- Very Good,Hyundai,i20,90-100k,94099,100,2016,12690.0,Benzin,Gear type automatic,Limousine
ZR03916,IT,3,3- Appropriate,Jeep,Compass,40-50k,47163,140,2017,24999.0,Diesel,Gear type automatic,SUV
UN08665,IT,4,4- A little high,Audi,A4,100k+,125655,190,2019,22299.0,Diesel,Gear type automatic,Kombi
JD29488,DE,3,3- Appropriate,Volkswagen,Beetle,90-100k,91949,105,2017,17990.0,Benzin,Gear type manual,Cabrio
GJ62615,DE,4,4- A little high,Volkswagen,Tiguan Allspace,30-40k,39436,220,2018,34778.0,Benzin,Gear type automatic,SUV
GS41541,DE,1,1- Very Good,Skoda,Rapid,40-50k,45201,85,2014,9990.0,Benzin,Gear type manual,Limousine
GC12143,DE,2,2- Good,Fiat,500X,50-60k,53050,140,2016,13990.0,Benzin,Gear type manual,SUV
NE79337,DE,3,3- Appropriate,Abarth,595,20-30k,29942,140,2015,13649.0,Benzin,Gear type manual,Limousine
CH84419,IT,2,2- Good,Fiat,Punto,60-70k,61911,75,2014,8599.0,Diesel,Gear type manual,Limousine
HS60165,DE,5,5- Too high,Mercedes-Benz,A-Klasse,70-80k,79669,225,2018,29990.0,Benzin,Gear type automatic,Limousine
UC33894,BE,4,4- A little high,Mercedes-Benz,B-Klasse,100k+,128962,110,2018,13899.0,Diesel,Gear type manual,Van
LT59332,DE,4,4- A little high,Skoda,Octavia,70-80k,78230,150,2016,17990.0,Benzin,Gear type automatic,Kombi
PD76295,IT,5,5- Too high,Mercedes-Benz,GLA-Klasse,100k+,113589,110,2016,20599.0,Diesel,duplex,SUV
FJ19881,DE,4,4- A little high,Skoda,Superb,90-100k,97844,150,2018,21426.0,Diesel,Gear type automatic,Kombi
BU90046,AT,4,4- A little high,Mazda,CX-3,30-40k,39501,120,2018,19090.0,Benzin,Gear type manual,SUV
FE11127,DE,5,5- Too high,Smart,fortwo,30-40k,33306,90,2019,17990.0,Benzin,Gear type automatic,Cabrio
ZX13664,IT,3,3- Appropriate,Mercedes-Benz,A-Klasse,100k+,100535,115,2020,28899.0,Diesel,Gear type automatic,Limousine
CC32442,DE,2,2- Good,Peugeot,5008,30-40k,33138,130,2019,26980.0,Diesel,Gear type automatic,SUV
HJ72545,PL,4,4- A little high,Ford,Kuga,100k+,129290,120,2016,12608.0,Benzin,Gear type manual,SUV
XN51813,DE,4,4- A little high,Volkswagen,Touareg,100k+,105254,286,2018,41272.0,Diesel,Gear type automatic,SUV
HJ60387,IT,1,1- Very Good,Nissan,Qashqai,100k+,107021,117,2013,9799.0,Benzin,Gear type manual,SUV
WX28316,DE,4,4- A little high,Audi,A6,100k+,108454,340,2019,45990.0,Benzin,Gear type automatic,Kombi
GJ48199,PL,3,3- Appropriate,Hyundai,Tucson,80-90k,80526,115,2016,16246.0,Diesel,Gear type manual,SUV
HG43856,DE,5,5- Too high,Renault,Talisman,60-70k,69759,160,2016,17490.0,Diesel,Gear type automatic,Kombi
KH12777,DE,5,5- Too high,Smart,fortwo,30-40k,32040,90,2017,14910.0,Benzin,Gear type automatic,Coupe
HM64170,DE,4,4- A little high,Volkswagen,Polo,70-80k,70792,95,2018,14590.0,Benzin,Gear type manual,Limousine
VC39850,DE,4,4- A little high,Audi,A1,50-60k,53539,95,2019,21450.0,Benzin,Gear type automatic,Limousine
FU64712,IT,4,4- A little high,Ford,EcoSport,100k+,116600,95,2016,12299.0,Diesel,Gear type manual,SUV
SV81912,DE,2,2- Good,BMW,3er,60-70k,65020,185,2016,24990.0,Benzin,Gear type automatic,Kombi
MN46911,DE,2,2- Good,Smart,fortwo,30-40k,30802,70,2015,10215.0,Benzin,Gear type automatic,Cabrio
FE26658,DE,2,2- Good,Kia,Picanto,50-60k,55127,67,2019,10590.0,Benzin,Gear type manual,Limousine
VC56824,IT,3,3- Appropriate,Peugeot,3008,100k+,147558,130,2018,19999.0,Diesel,Gear type automatic,SUV
UX53320,PL,4,4- A little high,Skoda,Karoq,100k+,132782,115,2019,19671.0,Diesel,duplex,SUV
GL11046,DE,5,5- Too high,Volkswagen,Golf VII,80-90k,83346,110,2017,16926.0,Benzin,Gear type automatic,Limousine
XK95819,DE,3,3- Appropriate,Renault,Megane,20-30k,24264,300,2020,36490.0,Benzin,Gear type automatic,Limousine
VB12220,PL,2,2- Good,Smart,forfour,10-20k,19008,82,2018,14141.0,Elektro,Gear type automatic,Limousine
CK94181,DE,4,4- A little high,Volkswagen,Golf VII,90-100k,91410,115,2017,15826.0,Diesel,Gear type manual,Limousine
DZ17270,IT,1,1- Very Good,Citroen,Berlingo,60-70k,66657,100,2017,14899.0,Diesel,Gear type manual,Kombi
AE27856,IT,5,5- Too high,Opel,Corsa,30-40k,33129,75,2017,11499.0,Diesel,Gear type manual,Limousine
SS97280,IT,4,4- A little high,Suzuki,Ignis,20-30k,27257,90,2019,13999.0,Benzin,Semi-automatic,Limousine
AW18403,DE,4,4- A little high,Mercedes-Benz,A-Klasse,20-30k,22453,225,2020,35990.0,Benzin,Gear type automatic,Limousine
VA18381,DE,3,3- Appropriate,Mercedes-Benz,A-Klasse,60-70k,67953,122,2017,18990.0,Benzin,Gear type manual,Limousine
AG09114,IT,4,4- A little high,Audi,Q5,90-100k,90398,190,2015,23999.0,Diesel,duplex,SUV
SW10792,BE,3,3- Appropriate,Volkswagen,Caddy,100k+,104884,125,2017,19950.0,Benzin,Gear type manual,Van
LL31971,DE,4,4- A little high,Audi,Q5,60-70k,60484,190,2018,36990.0,Diesel,Gear type automatic,SUV
LL31971,DE,3,3- Appropriate,Audi,Q5,60-70k,60484,190,2018,36990.0,Diesel,Gear type automatic,SUV
UV03672,DE,2,2- Good,Seat,Leon,20-30k,20149,300,2018,27837.0,Benzin,Gear type automatic,Coupe
XL83865,IT,4,4- A little high,BMW,3er,90-100k,91530,185,2014,16799.0,Diesel,Gear type automatic,Limousine
ED57444,IT,4,4- A little high,Nissan,Juke,60-70k,65431,110,2018,14199.0,Diesel,Gear type manual,SUV
BM07628,DE,2,2- Good,Ford,Kuga,10-20k,13057,224,2020,36398.0,Hybrid,Gear type automatic,SUV
ZJ65428,IT,4,4- A little high,Jaguar,F-Pace,100k+,131579,180,2018,22699.0,Diesel,Semi-automatic,SUV
UK42774,IT,1,1- Very Good,Audi,A1,100k+,109508,95,2016,13499.0,Benzin,Gear type manual,Limousine
MT46531,DE,4,4- A little high,Renault,Captur,90-100k,92441,120,2014,11590.0,Benzin,Gear type automatic,SUV
AS92349,IT,4,4- A little high,Peugeot,308,80-90k,82714,180,2017,17499.0,Diesel,Gear type automatic,Limousine
XJ26271,DE,2,2- Good,BMW,2er,40-50k,42779,192,2018,22272.0,Benzin,Gear type automatic,Van
LK73220,IT,4,4- A little high,Ford,Focus,10-20k,19074,125,2020,22699.0,Hybrid,Gear type manual,Limousine
UK32750,DE,4,4- A little high,Audi,A1,80-90k,82902,95,2015,11730.0,Benzin,Gear type manual,Limousine
KB01934,DE,5,5- Too high,Opel,Mokka,30-40k,35099,140,2014,14717.0,Benzin,Gear type automatic,SUV
HX36040,DE,4,4- A little high,BMW,3er,40-50k,46917,325,2018,37790.0,Benzin,Gear type automatic,Kombi
LX14524,BE,5,5- Too high,Volkswagen,Polo,100k+,123341,95,2017,12550.0,Benzin,Gear type manual,Limousine
VA49376,DE,3,3- Appropriate,Seat,Leon,80-90k,84311,150,2016,17577.0,Benzin,Gear type automatic,Kombi
SY39592,BE,4,4- A little high,Volkswagen,Passat,80-90k,88726,120,2019,22399.0,Diesel,Gear type automatic,Limousine
EV62527,DE,5,5- Too high,Volkswagen,Polo,50-60k,50892,110,2017,16290.0,Benzin,Gear type manual,Limousine
GA17717,AT,5,5- Too high,Volkswagen,Polo,100k+,110796,90,2014,9990.0,Benzin,Gear type manual,Limousine
UP20774,BE,5,5- Too high,Renault,Kadjar,60-70k,66795,130,2017,16850.0,Benzin,Gear type automatic,SUV
TF62154,DE,5,5- Too high,Volkswagen,Passat,70-80k,79002,150,2016,18617.0,Benzin,Gear type automatic,Limousine
BR76806,DE,4,4- A little high,Volkswagen,Golf VII,10-20k,14789,150,2019,24758.0,Benzin,Gear type automatic,Kombi
JN79107,DE,1,1- Very Good,Mercedes-Benz,C-Klasse,90-100k,90597,185,2016,22642.0,Benzin,Gear type automatic,Limousine
PZ05725,DE,5,5- Too high,Mercedes-Benz,C-Klasse,50-60k,53961,185,2017,34290.0,Benzin,Gear type automatic,Cabrio
MF49097,PL,4,4- A little high,Hyundai,ix35,100k+,130280,115,2014,11666.0,Diesel,Gear type manual,SUV
WB14299,DE,4,4- A little high,Kia,Sportage,60-70k,64919,135,2014,14499.0,Benzin,Gear type manual,SUV
TK77899,DE,5,5- Too high,Citroen,C4 Picasso,50-60k,58539,120,2017,18690.0,Diesel,Gear type automatic,Van
ZD69944,DE,3,3- Appropriate,Ford,Fiesta,0-10k,8634,101,2019,16890.0,Benzin,Gear type automatic,Kombi
NF92780,DE,4,4- A little high,Volkswagen,Tiguan Allspace,50-60k,55379,150,2017,29990.0,Diesel,Gear type automatic,SUV
JT03181,DE,2,2- Good,Peugeot,308,80-90k,83482,205,2015,15290.0,Benzin,Gear type manual,Limousine
ZW24657,DE,5,5- Too high,Dacia,Duster II,30-40k,36865,125,2018,15890.0,Benzin,Gear type manual,SUV
SA82484,IT,5,5- Too high,Mercedes-Benz,A-Klasse,40-50k,46606,136,2019,26599.0,Benzin,duplex,Limousine
CP60287,DE,5,5- Too high,Audi,TT,40-50k,41025,230,2016,32814.0,Benzin,Gear type automatic,Coupe
AP19602,DE,2,2- Good,Kia,Sportage,30-40k,35893,132,2018,19900.0,Benzin,Gear type manual,SUV
TC93668,DE,4,4- A little high,Ford,Fiesta,50-60k,59119,200,2018,17650.0,Benzin,Gear type manual,Limousine
ZL60600,IT,4,4- A little high,Jeep,Renegade,0-10k,7805,241,2020,33299.0,Hybrid,Gear type automatic,SUV
GW90172,IT,2,2- Good,Volvo,XC 90,100k+,104908,235,2016,33899.0,Diesel,Gear type automatic,SUV
ZP73067,DE,2,2- Good,Hyundai,i10,100k+,111087,87,2013,6990.0,Benzin,Gear type manual,Limousine
JK25503,DE,5,5- Too high,Ford,C-Max,60-70k,62157,150,2017,16250.0,Benzin,Gear type manual,Van
SB25562,PL,4,4- A little high,Citroen,DS7 Crossback,100k+,137413,180,2019,24166.0,Diesel,Gear type automatic,SUV
ML47574,IT,5,5- Too high,Ford,C-Max,100k+,140956,120,2016,11499.0,Gas,Gear type manual,Van
KW90253,IT,4,4- A little high,Smart,fortwo,100k+,107589,70,2013,7299.0,Benzin,Semi-automatic,Coupe
FW62815,IT,3,3- Appropriate,Nissan,Juke,0-10k,8657,114,2021,22999.0,Benzin,Gear type automatic,SUV
BM11284,IT,4,4- A little high,Alfa Romeo,Giulia,30-40k,35204,180,2016,21999.0,Diesel,Gear type manual,Limousine
ZW67058,DE,4,4- A little high,Land Rover,Evoque,70-80k,77491,180,2016,30990.0,Diesel,Gear type automatic,SUV
XP87287,DE,4,4- A little high,Audi,Q3,60-70k,63064,150,2017,21961.0,Diesel,Gear type automatic,SUV
JT08363,DE,4,4- A little high,Smart,forfour,50-60k,50782,90,2019,14315.0,Benzin,Gear type automatic,Limousine
AP19134,DE,1,1- Very Good,Ford,EcoSport,100k+,113915,110,2014,9890.0,Benzin,Gear type manual,SUV
XL83865,IT,3,3- Appropriate,BMW,3er,90-100k,91530,185,2014,16799.0,Diesel,Gear type automatic,Limousine
EN53602,IT,3,3- Appropriate,Mercedes-Benz,A-Klasse,50-60k,52676,136,2018,25299.0,Benzin,Gear type manual,Limousine
XG38789,DE,3,3- Appropriate,Volkswagen,Golf VII,100k+,117695,150,2014,14261.0,Diesel,Gear type manual,Limousine
SC71214,AT,4,4- A little high,Volkswagen,Polo,80-90k,87268,75,2014,9690.0,Benzin,Gear type manual,Limousine
WA49859,DE,2,2- Good,Mercedes-Benz,CLA-Klasse,40-50k,49505,163,2020,32301.0,Benzin,Gear type automatic,Limousine
RC05393,PL,4,4- A little high,Renault,Captur,100k+,116023,120,2015,11965.0,Benzin,duplex,SUV
HT40345,IT,3,3- Appropriate,Toyota,C-HR,20-30k,27858,184,2021,28899.0,Hybrid,Gear type automatic,SUV
CZ44985,DE,4,4- A little high,MINI,Cabrio,70-80k,70457,192,2019,27590.0,Benzin,Gear type automatic,Cabrio
BS34969,AT,5,5- Too high,Volkswagen,Sharan,60-70k,62054,150,2015,26590.0,Diesel,duplex,Van
NE58093,IT,4,4- A little high,Peugeot,3008,80-90k,88915,130,2019,18799.0,Diesel,Gear type manual,SUV
WF84688,PL,4,4- A little high,Mazda,CX-3,100k+,127304,120,2017,15447.0,Benzin,Gear type manual,SUV
UP20774,BE,5,5- Too high,Renault,Kadjar,60-70k,66795,130,2017,16850.0,Benzin,Gear type automatic,SUV
ED54053,DE,4,4- A little high,Skoda,Karoq,40-50k,49537,115,2019,23790.0,Diesel,Gear type automatic,SUV
BF74353,DE,4,4- A little high,BMW,X3,100k+,102116,190,2014,23990.0,Diesel,Gear type automatic,SUV
JS34687,DE,4,4- A little high,Jeep,Compass,60-70k,69187,170,2018,24190.0,Benzin,Gear type automatic,SUV
TV25616,PL,5,5- Too high,Opel,Insignia,60-70k,66469,170,2018,17527.0,Diesel,Gear type manual,Kombi
MF49097,PL,4,4- A little high,Hyundai,ix35,100k+,130280,115,2014,11666.0,Diesel,Gear type manual,SUV
SC09575,PL,4,4- A little high,Opel,Mokka,100k+,146831,130,2013,9580.0,Diesel,Gear type manual,SUV
EN95854,DE,5,5- Too high,Skoda,Yeti,70-80k,70096,150,2016,19750.0,Diesel,duplex,SUV
XM61223,DE,2,2- Good,Ford,Fiesta,20-30k,29866,100,2019,18048.0,Benzin,Gear type manual,Limousine
UK33502,AT,3,3- Appropriate,Ford,Kuga,40-50k,41430,120,2018,20490.0,Benzin,Gear type manual,SUV
GH57941,DE,4,4- A little high,Audi,A1,30-40k,36335,116,2019,23456.0,Benzin,Gear type automatic,Kombi
TM57837,DE,4,4- A little high,Audi,A1,70-80k,76018,95,2016,14361.0,Benzin,Gear type manual,Limousine
RB92695,DE,1,1- Very Good,Land Rover,Evoque,60-70k,68114,150,2017,27137.0,Diesel,Gear type automatic,SUV
CA09031,DE,1,1- Very Good,Mercedes-Benz,CLA-Klasse,30-40k,38617,185,2017,29869.0,Benzin,Gear type automatic,Limousine
ZS87080,DE,4,4- A little high,Mercedes-Benz,CLA-Klasse,40-50k,40471,122,2015,20990.0,Benzin,Gear type manual,Limousine
MN46911,DE,2,2- Good,Smart,fortwo,30-40k,30802,70,2015,10215.0,Benzin,Gear type automatic,Cabrio
GL11046,DE,4,4- A little high,Volkswagen,Golf VII,80-90k,83346,110,2017,16926.0,Benzin,Gear type automatic,Limousine
GW90172,IT,4,4- A little high,Volvo,XC 90,100k+,104908,235,2016,33899.0,Diesel,Gear type automatic,SUV
VS26938,DE,2,2- Good,Volkswagen,Golf VII,80-90k,84333,122,2014,13990.0,Benzin,Gear type manual,Limousine
XR72268,IT,5,5- Too high,Jeep,Compass,20-30k,20428,131,2021,27799.0,Diesel,Gear type manual,SUV
DM75834,DE,3,3- Appropriate,Seat,Alhambra,10-20k,18045,150,2019,35990.0,Benzin,Gear type automatic,Van
GL95692,IT,3,3- Appropriate,Fiat,500X,70-80k,77426,140,2018,16499.0,Gas,Gear type automatic,SUV
JH31216,DE,5,5- Too high,Renault,Espace,60-70k,68292,200,2019,28390.0,Diesel,Gear type automatic,Van
UN83311,DE,5,5- Too high,Mercedes-Benz,C-Klasse,70-80k,72602,185,2014,22950.0,Benzin,Gear type automatic,Limousine
WR90879,DE,5,5- Too high,Mercedes-Benz,B-Klasse,30-40k,39760,155,2017,23490.0,Benzin,Gear type automatic,Van
CJ10898,IT,4,4- A little high,BMW,X1,100k+,107683,150,2017,20999.0,Diesel,Gear type automatic,SUV
RD77410,AT,4,4- A little high,Mercedes-Benz,B-Klasse,100k+,103596,110,2015,13990.0,Diesel,Gear type manual,Van
CV77969,IT,5,5- Too high,Mercedes-Benz,GLA-Klasse,100k+,109571,135,2017,22699.0,Diesel,Gear type automatic,SUV
TP37625,DE,4,4- A little high,Ford,S-Max,70-80k,79844,190,2018,27600.0,Diesel,Gear type automatic,Van
SG79383,PL,1,1- Very Good,Ford,Mondeo,70-80k,75179,177,2017,19236.0,Hybrid,Gear type automatic,Limousine
DV82127,DE,5,5- Too high,Skoda,Fabia,90-100k,95918,90,2016,11490.0,Diesel,Gear type automatic,Kombi
NF72831,IT,4,4- A little high,Fiat,500C,50-60k,50668,70,2016,12599.0,Benzin,Gear type manual,Cabrio
FK66610,AT,4,4- A little high,Toyota,Yaris,50-60k,54728,111,2020,13790.0,Benzin,Gear type manual,Limousine
WZ99403,DE,2,2- Good,BMW,2er,80-90k,81670,135,2016,16490.0,Benzin,Gear type manual,Van
KD81995,IT,4,4- A little high,Suzuki,Celerio,30-40k,38717,68,2016,9299.0,Benzin,Gear type manual,Limousine
BU27123,IT,4,4- A little high,Mitsubishi,Eclipse Cross,70-80k,70392,163,2019,17999.0,Benzin,Gear type manual,SUV
NK24569,AT,4,4- A little high,Ford,Focus,20-30k,21387,125,2020,23390.0,Hybrid,Gear type manual,Kombi
HJ30871,PL,2,2- Good,BMW,X1,100k+,161715,143,2013,10734.0,Diesel,Gear type manual,SUV
HT36854,IT,4,4- A little high,Mercedes-Benz,CLA-Klasse,0-10k,4221,116,2022,36599.0,Diesel,Gear type automatic,Limousine
TM50469,BE,3,3- Appropriate,Nissan,Qashqai,70-80k,73520,110,2017,16250.0,Diesel,Gear type manual,SUV
SB95445,DE,3,3- Appropriate,Nissan,Qashqai,40-50k,43483,115,2017,19059.0,Benzin,Gear type manual,SUV
SB95445,DE,4,4- A little high,Nissan,Qashqai,40-50k,43483,115,2017,19059.0,Benzin,Gear type manual,SUV
YL94179,IT,4,4- A little high,Renault,Megane,60-70k,68319,116,2021,18299.0,Diesel,duplex,Kombi
SJ52401,DE,4,4- A little high,Audi,Q3,90-100k,91596,150,2018,32990.0,Diesel,Gear type automatic,SUV
ZB05445,IT,2,2- Good,Audi,A3,100k+,124166,115,2017,17299.0,Diesel,duplex,Limousine
LP91204,DE,4,4- A little high,Cupra,Ateca,20-30k,25797,300,2020,34440.0,Benzin,Gear type automatic,SUV
EN79833,DE,3,3- Appropriate,Volkswagen,Golf VII,100k+,103232,300,2019,29590.0,Benzin,Gear type automatic,Limousine
YB77839,DE,4,4- A little high,Hyundai,i30,30-40k,38298,275,2019,26486.0,Benzin,Gear type manual,Limousine
HD33220,DE,2,2- Good,Skoda,Octavia,100k+,118521,185,2015,17590.0,Diesel,Gear type automatic,Kombi
LE63457,DE,4,4- A little high,Mercedes-Benz,E-Klasse,50-60k,58148,195,2019,37490.0,Diesel,Gear type automatic,Kombi
BL38149,DE,4,4- A little high,Volkswagen,Touran,50-60k,54687,150,2019,27590.0,Diesel,Gear type automatic,Van
KX17114,DE,5,5- Too high,Toyota,C-HR,20-30k,28249,122,2018,22590.0,Hybrid,Gear type automatic,SUV
YW97006,DE,5,5- Too high,Fiat,500C,90-100k,99905,70,2016,9990.0,Benzin,Gear type manual,Cabrio
FA29012,BE,4,4- A little high,BMW,5er,40-50k,44528,185,2019,37950.0,Hybrid,Gear type automatic,Limousine
