company,frequency,recency,monetary,low_hp,medium_hp,high_hp,old_,recent_,low_mileage,medium_mileage,high_mileage,less_5k,_5k_10k_,_10k_,profit_per_car
GROUPE PASSION AUTOMOBILES -  KODO MAZDA,2,5,8,0,4,0,0,4,4,0,0,0,0,4,1274
"MS Automotive, Inh. Mariam Shahab",1,5,4,0,2,0,2,0,1,0,1,0,1,1,972
B&K GmbH,3,9,9,3,3,2,0,8,8,0,0,0,0,8,156
Autohaus Mauerhoff GmbH & Co. KG,9,3,12,94,10,0,0,104,104,0,0,0,2,102,1142.663462
Kölbl-Automobile GmbH,2,10,8,1,1,1,1,2,2,1,0,0,0,3,840.3333333
"Grzegorz Maj - Firma Handlowa ""GM CARS""",1,10,3,1,1,0,2,0,0,1,1,2,0,0,421
GOLOV AUTO EOOD,3,6,3,6,0,0,6,0,0,2,4,6,0,0,398.1666667
TUTY AUTOMOBILE S.R.L.,1,10,3,1,0,0,1,0,0,0,1,0,1,0,354
RUI ALEXANDRE ESTEVENS UNIPESSOAL LDA,1,8,4,0,1,0,1,0,0,1,0,0,0,1,1229
F.H.U. Maciej Leszczyński,1,8,2,1,0,0,1,0,0,0,1,1,0,0,618
GLAMOUR GUARDIAN s.r.o.,2,7,4,4,0,0,4,0,0,3,1,3,1,0,591.25
JAMES AUTOSERVICE VAN DEN BERG B.V.,1,10,5,1,0,0,0,1,1,0,0,0,0,1,1270
ABNC AUTOMOBILES,1,10,3,1,0,0,0,1,1,0,0,0,1,0,889
EDITION CARS BACĂU S.R.L.,4,6,9,4,8,0,11,1,0,5,7,1,2,9,972.25
"SIA ""KKC""",3,9,7,1,3,1,3,2,1,2,2,1,2,2,169.6
AUTO BILLON ETERORRYTHMI ETAIREIA||AUTO BILLON EE,4,3,7,12,0,0,10,2,0,12,0,4,8,0,586.0833333
Igor Car Hungary Korlátolt Felelősségű Társaság,3,6,4,2,3,2,7,0,1,4,2,7,0,0,38.57142857
CAPRI HANNA KIONA,1,10,2,0,1,0,1,0,0,0,1,1,0,0,342
Přemysl Strnad,1,8,2,1,0,0,1,0,0,1,0,1,0,0,632
Köteles Sándor E.V.,1,9,2,0,1,0,1,0,0,0,1,1,0,0,929
vintage motors,2,8,5,1,2,0,3,0,2,1,0,0,3,0,814
GONZALO DIAZ MEJIAS,1,10,4,2,0,0,2,0,0,2,0,0,2,0,927.5
F.H.U. MOTO-GARDINERY ART. MICHAŁ ZADYLAK,1,9,1,1,0,0,1,0,0,0,1,1,0,0,-44
Etelä-Pohjanmaan Osuuskauppa,4,9,11,1,3,8,0,12,12,0,0,0,0,12,2055.75
Martin Mejstřík,3,7,6,1,4,2,6,1,0,1,6,5,1,1,504.4285714
"NORD CARS, Inh. Kamer Turanli",2,8,5,3,0,0,1,2,3,0,0,0,3,0,464.6666667
A AVTO D.O.O.,1,9,9,0,0,2,0,2,2,0,0,0,0,2,2057
P.P.H.U. Wiesław Matejuk,1,5,3,1,1,0,2,0,0,1,1,2,0,0,451
"MS - TRADE, s. r. o.",2,7,5,4,0,0,3,1,0,2,2,1,3,0,173
"Deluxe Car, Inh. Emrah Bairam",1,6,1,1,0,0,1,0,1,0,0,1,0,0,-352
CarChaser,1,9,4,1,0,0,0,1,1,0,0,0,0,1,0
autoladen-dresden.de GmbH & Co. KG,7,1,11,7,23,5,11,24,25,10,0,0,6,29,1359.057143
NEW AUTO CONCEPT CONSULTING SRL-D,2,2,5,2,1,0,2,1,0,1,2,2,0,1,1205
Autohaus H. J. Oldenburg Inh. Axel Harms,2,10,5,2,1,0,1,2,2,1,0,1,1,1,800.3333333
NELDAREX S.R.L.,1,8,2,1,0,0,1,0,0,0,1,1,0,0,548
CENTRO REVISIONI MUZZIN DI MUZZIN JUAN GONZALO,1,9,3,1,0,0,1,0,0,1,0,0,1,0,779
HouseCars OÜ,1,8,6,0,0,1,0,1,1,0,0,0,0,1,1230
"ZR Auto, SIA",7,1,7,26,5,0,31,0,0,0,31,31,0,0,540.3225806
WADO-Autoservice Floh GmbH & Co. KG,1,10,5,1,0,0,0,1,1,0,0,0,0,1,1236
"H&N AUTOMOBILE, Inh. Hüseyin Serbes",3,6,5,8,1,0,9,0,6,3,0,9,0,0,560.2222222
db-5 SIA,1,10,2,1,0,0,1,0,0,0,1,1,0,0,655
AUTOBOSS SEVILLA OCASION SL,3,6,9,3,4,0,0,7,6,1,0,0,0,7,587.5714286
SIA NNB TRADING,1,10,4,0,1,0,1,0,0,1,0,0,0,1,1099
Bouman Auto’s Genderen B.V.,3,4,10,0,2,6,0,8,8,0,0,0,0,8,1758.5
GARAGE MARIE,1,10,5,0,1,0,0,1,1,0,0,0,0,1,1961
"NUR TRAVEL CAR, Inh. NURI ERBIL",3,7,9,8,1,0,4,5,5,2,2,2,2,5,624
Vi Auto BG EOOD,1,10,3,2,0,0,2,0,0,2,0,2,0,0,83.5
RUMEN-77  EOOD,1,10,2,1,0,0,1,0,0,1,0,1,0,0,593
TOMASETTO MIRCO,4,7,6,10,0,0,10,0,1,8,1,9,1,0,-72.3
"mmautomobilebln, Inh. Mohammed Ismail",1,10,2,1,0,0,1,0,0,1,0,1,0,0,357
Autohaus Warncke GmbH,3,9,9,7,0,0,0,7,7,0,0,0,0,7,1390.285714
SASU ALL CARS,1,6,2,2,0,0,2,0,2,0,0,2,0,0,386.5
"KUPCZAK ZBIGNIEW FIRMA HANDLOWO USŁUGOWA ""SPRINT - CAR""",2,8,2,3,0,0,3,0,0,2,1,3,0,0,445.3333333
Mohamad Walid Awad,1,5,2,2,0,0,2,0,0,2,0,2,0,0,408.5
Tomáš Krajc,4,3,5,9,1,0,10,0,0,6,4,10,0,0,554.6
GARAGE PAWLOWICZ,1,10,5,0,2,0,2,0,1,1,0,0,0,2,785
RIJK AUTO'S V.O.F.,8,1,10,42,4,4,46,4,6,41,3,29,16,5,391.62
TRAILER LOCATION SERVICES,1,9,7,0,1,0,0,1,1,0,0,0,0,1,3318
PANMARIN EPENDITIKI OIKODOMIKI TEHNIKI EMPORIAS AFTOKINITON EMPORIA KAFSIMON ASFALISTIKON SIMVOULON ANONIMI ETAIRIA PAR || PANMARIN INVESTING AE,9,1,12,732,32,6,288,482,685,85,0,117,437,216,893.4311688
KING CONVOY,1,3,2,2,0,0,2,0,0,2,0,2,0,0,238.5
"Automarkt Dörfles-Esbach, Inh. Ali Ünay",1,5,4,2,0,0,1,1,0,2,0,0,2,0,966
"Exclusive Cars, Inh. Viktor Neufeld",3,8,10,0,1,7,0,8,6,2,0,0,0,8,1177.375
Khalil Osseili,1,10,1,1,0,0,1,0,0,0,1,1,0,0,240
Nording Sp. z o.o.,1,10,3,1,0,0,1,0,0,1,0,0,1,0,680
ALEX TRANS s.r.o.,1,9,2,0,1,0,1,0,0,0,1,1,0,0,-1071
CRISTAL CAR DI FEDERICO ALBERINI,1,8,5,2,0,0,1,1,2,0,0,0,1,1,779.5
UAB Autodahena,7,1,6,10,21,2,33,0,0,9,24,32,1,0,138.3636364
YP Automotive,1,7,6,0,0,2,2,0,1,1,0,0,0,2,-1791
Sas BMK AUTOCOLOR,5,6,9,17,1,0,12,6,16,1,1,4,12,2,823.0555556
Carhalle OÜ,1,10,3,0,1,0,1,0,0,1,0,0,1,0,-1606
LESS IS GREEN UNIPESSOAL LDA,1,8,6,0,1,0,0,1,1,0,0,0,0,1,1243
"Lüner Taxi, Inh. Firat Aydin",1,9,2,1,1,0,2,0,0,1,1,2,0,0,319.5
"Autohaus Rhein-Erft, Inh. Mansur Rasul",6,2,8,12,12,3,27,0,2,16,9,23,3,1,4.592592593
UAB Karvainas,4,6,6,5,5,0,9,1,0,1,9,5,5,0,918.3
AUTO OSKAR KAMILA TOMASIK,2,9,6,2,1,0,1,2,1,2,0,0,1,2,366.6666667
ALEJANDRO ELBAL SEGURA,2,8,5,1,2,0,3,0,0,1,2,0,2,1,832.6666667
AIS Dresden GmbH,2,6,7,2,1,0,0,3,3,0,0,0,0,3,877.6666667
KURMAN VADYM OLEKSANDROVYCH,7,1,9,39,0,1,37,3,2,9,29,37,1,2,504.25
Autohaus Thun-Nord AG Steffisburg,1,10,4,1,0,0,0,1,1,0,0,0,0,1,1160
GS-AUTOMOBILE OÜ,1,1,8,0,1,1,0,2,2,0,0,0,0,2,1203
DOLISS 2008 EOOD,2,7,4,3,0,0,0,3,0,0,3,0,3,0,330
"DriveMe Car Sales, Inh. Semir Pepic",2,10,9,0,1,2,1,2,1,2,0,0,0,3,576.3333333
SERENITY CARS,2,8,6,3,0,1,4,0,4,0,0,1,2,1,-290
AUTOLUX SERVICES,4,6,7,11,1,1,11,2,0,6,7,8,4,1,783.5384615
MIGUEL GUILLEN LOPEZ,1,10,4,1,0,0,0,1,0,1,0,0,0,1,689
ŻAK MICHAŁ FIRMA USŁUGOWO-HANDLOWA,1,10,2,1,0,0,1,0,0,1,0,1,0,0,595
GARAGE CORSELIS,1,10,3,1,0,0,0,1,1,0,0,0,1,0,403
"Daniel Neuberger Einzelunternehmen, Inh. Daniel Neuberger",1,7,4,1,1,0,2,0,0,2,0,0,2,0,861.5
Sami Benkhaled,4,5,9,6,6,1,13,0,1,10,2,1,11,1,422.6923077
Autohaus Lackmann GmbH,3,9,8,7,0,0,0,7,7,0,0,0,2,5,1029.142857
GROUPE SDA - SDA,4,9,9,6,3,1,5,5,10,0,0,0,0,10,59.4
DANKOS KD AUTO S.R.L.,1,10,4,0,1,0,1,0,0,0,1,0,0,1,759
"VS-KFZ-Service, Inh. Serjoscha Ajvazjan",1,10,2,0,1,0,1,0,0,0,1,1,0,0,-1070
AXN AUTOINVEST S.R.L.,1,9,2,1,0,0,1,0,0,0,1,1,0,0,0
AUTOGALERIE MOTOR GARAJE SL,1,6,3,2,0,0,2,0,0,2,0,2,0,0,397.5
MICHAŁ KONDRATOWICZ,3,1,3,4,3,0,7,0,0,1,6,7,0,0,348.1428571
JULIEN FOURNIE (GARAGE FOURNIE),1,10,5,1,0,0,0,1,1,0,0,0,0,1,521
GEORGANTZIDIS GEORGIOS KONSTANTINOS CARSITE,3,8,5,5,0,0,3,2,0,3,2,4,1,0,758.8
"Avtoline RV, prodaja rabljenih vozil, d.o.o.",1,10,5,1,0,0,0,1,0,1,0,0,0,1,497
AC LOKA Samir Džaferović s.p,2,6,5,3,0,0,3,0,0,0,3,0,3,0,872
Kris Geudens,3,7,6,6,0,0,3,3,3,3,0,0,5,1,457.8333333
WS AUTO SAS,3,6,3,4,0,1,5,0,1,2,2,5,0,0,212.8
Mehmet Danaj,1,10,3,1,0,0,1,0,0,0,1,0,1,0,861
BCP GmbH,2,7,2,3,1,0,4,0,0,2,2,4,0,0,101.5
Rinta-Joupin Autoliike Oy,6,10,11,5,7,11,0,23,22,1,0,0,0,23,1750.73913
AUTO-MARKET MONIKA ZWIECH,1,7,3,1,0,0,1,0,0,1,0,0,1,0,380
Pavel Podroužek,1,8,2,1,0,0,1,0,0,0,1,1,0,0,1025
Diva Automobile GbR,8,1,11,18,24,4,40,6,19,27,0,1,10,35,1101.434783
TAKAKIS GEORGIOS BASILEOS,2,7,4,3,0,0,2,1,1,2,0,2,1,0,553
JUHÁSZ PÉTER JÁNOS  E.V.,1,10,3,2,0,0,2,0,0,1,1,2,0,0,643.5
Auto Line SH.P.K.,4,2,7,11,0,0,10,1,0,4,7,4,7,0,614.5454545
VRANIČAR d.o.o.,1,4,7,2,0,0,0,2,2,0,0,0,0,2,795
Autoservice Huisman,2,4,6,0,3,0,3,0,0,3,0,1,0,2,634.6666667
Auto Horn e.K.,4,5,8,10,0,0,10,0,8,2,0,1,7,2,900.8
DANDY CAR DI ALOISI GIANLUCA,1,9,4,1,0,0,0,1,0,1,0,0,0,1,423
KFZ - Schmied GmbH,4,7,9,14,0,0,0,14,13,0,1,0,4,10,1024.642857
SAŠAPROMET vl. Saša Kireta,4,2,7,9,4,0,12,1,0,8,5,8,5,0,761.3076923
ALEXANDRE JEAN FRANCOIS,1,7,2,1,0,0,1,0,0,1,0,1,0,0,240
Autohandel Cemal Ferhat Eser,6,5,12,3,4,21,10,18,21,7,0,2,3,23,1624.285714
Garage Zenoni,3,6,6,4,1,0,4,1,3,2,0,2,2,1,447.8
"Auto in Leipzig, Inh. Ioannis Vomvylas",9,3,12,57,13,6,19,57,67,9,0,1,13,62,1303
"JAFA auto, s.r.o.",7,1,10,32,4,0,18,18,0,33,3,1,14,21,644.5277778
Sielemann Automobile e.K.,7,6,11,34,2,0,0,36,36,0,0,0,1,35,981.9722222
Vlastimil Polanský,3,3,6,4,1,0,4,1,0,5,0,2,3,0,750.4
GARAGE FANCAR INVEST SPRL,2,10,5,4,0,0,3,1,3,1,0,3,0,1,233.5
"AUTO-HANDEL ""KRZYSIO"" KRZYSZTOF WIECZOREK",1,10,1,1,0,0,1,0,0,1,0,1,0,0,240
PAPANIKOS KONSTANTINOS PETROS TWINS REAL ESTATE AGENT,1,10,2,1,0,0,1,0,0,0,1,1,0,0,625
"MS Automobile, Inh. Mikael Satin",5,3,6,17,1,0,18,0,1,16,1,18,0,0,516.3333333
JULIO NUNES UNIPESSOAL LDA,1,10,6,0,0,1,0,1,1,0,0,0,0,1,1857
Weper-Automobile INH. A. Bokelmann,1,8,5,1,1,0,2,0,0,2,0,0,1,1,651
INWO Łukasz Wolak,1,10,5,1,0,0,0,1,1,0,0,0,0,1,489
"Elite, Inh. Mohamad Hajjali",1,6,3,1,0,0,1,0,0,1,0,0,1,0,543
Doszi-kocsi car Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,6,6,6,21,0,0,21,0,0,19,2,21,0,0,390.7142857
Autohaus Huber GmbH,2,10,8,4,0,0,0,4,4,0,0,0,0,4,200
TECNOMOTOR S.R.L,2,8,7,3,0,0,0,3,3,0,0,0,0,3,200
NOWIF 2015 SL,2,9,7,2,1,0,0,3,3,0,0,0,0,3,733
ALFA MED SRL,2,9,3,3,0,0,3,0,0,0,3,3,0,0,337
ABDELKARIM ZAAROURI BOUAGAD,1,7,2,0,1,0,1,0,0,0,1,1,0,0,904
AUTO MELODIE,1,7,4,0,0,1,1,0,0,1,0,0,0,1,366
Sa-Sa Racing Car Kereskedelmi Korlátolt Felelősségű Társaság,5,3,6,15,4,0,19,0,0,6,13,19,0,0,496.3684211
AUTO XXL DI NICOLAE,2,10,4,3,0,0,3,0,0,0,3,0,3,0,642
PK Automobile GmbH,1,10,4,1,1,0,2,0,1,0,1,0,2,0,619.5
Garage All-Round B.V.,2,9,7,0,3,0,0,3,3,0,0,0,0,3,833.6666667
BV ORAXIS CONSULTING,1,9,3,1,0,0,0,1,1,0,0,0,1,0,-2411
KessyCar,2,4,4,3,0,0,3,0,1,1,1,2,1,0,-1329.666667
EUROPEAN MOTOR PRO SLU,1,8,4,2,0,0,2,0,0,2,0,1,1,0,462
AUTO-BEKS d.o.o.,2,9,4,4,0,0,4,0,0,2,2,4,0,0,301.5
SAR SARL,2,9,6,1,1,1,1,2,1,1,1,0,1,2,632.3333333
FIRMA USŁUGOWO - HANDLOWA ANDRZEJ KACPRZYCKI,1,10,2,1,0,0,1,0,0,1,0,1,0,0,186
Babarczy-Car Kft.,3,8,6,7,0,0,6,1,1,6,0,6,0,1,789
salesucces,1,10,2,1,0,0,1,0,0,1,0,1,0,0,680
"Gala Automobile, Inh. Talip Turgut",6,1,7,20,0,0,20,0,0,20,0,16,4,0,206.45
Suple Shop Łętowski Krystian,3,10,3,6,1,1,8,0,0,2,6,8,0,0,264.875
"Auto Neubert, Inh. Thomas Neubert",7,3,9,33,2,0,31,4,25,10,0,20,15,0,638.6857143
"XandiAutomobile, Inh. Alexander Wolf",2,7,2,3,0,0,3,0,0,2,1,3,0,0,334
V.O.F. Autobedrijf Master,1,8,2,1,0,0,1,0,0,1,0,1,0,0,176
"""RS-MOBILE"" RADOSŁAW SEMKOWICZ",2,7,6,1,2,0,1,2,0,3,0,0,0,3,1030
STAND 25 COMERCIO DE AUTOMOVEIS LDA,2,10,5,2,1,0,3,0,1,2,0,2,0,1,592.6666667
SOTERMAQUINAS SOC TERCEIRENSE MAQUINAS E ACESSORIOS SA,2,10,7,1,2,0,0,3,3,0,0,0,0,3,62
NEW GENK AUTO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,5,2,9,17,0,0,1,16,17,0,0,0,9,8,911.4705882
"Autohandel Großenwiehe, Inh. Rustam Ozmanyan",3,9,8,1,5,1,7,0,1,6,0,0,3,4,754
PORSCHE INTER AUTO BG - SOFIA IZTOK,1,10,4,1,0,0,0,1,1,0,0,0,0,1,1089
"PKW An.- u. Verkauf Ceyhan, Inh. Coskun Ceyhan",3,10,4,4,2,0,6,0,1,5,0,6,0,0,-371.6666667
Herman Automobile,1,10,5,2,0,0,0,2,2,0,0,0,0,2,455.5
GEOSTREID EOOD,1,10,3,1,1,0,2,0,0,0,2,1,1,0,239
B.R. MOTORS SRLS,1,10,4,0,2,0,2,0,0,2,0,0,2,0,-691.5
LISHCHUK SVITLANA,1,7,2,0,1,0,1,0,0,1,0,1,0,0,212
INGROSSAUTO S.R.L.,1,10,8,1,0,1,1,1,0,2,0,0,0,2,1418.5
ALBERTO DINIS UNIPESSOAL LDA,1,7,3,0,1,0,1,0,0,1,0,0,1,0,930
Auto Handel Kornel KORNELIUSZ KAŁUŻA,6,2,7,9,11,1,21,0,0,3,18,19,2,0,398
TSZ-INVEST KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,10,1,1,0,0,1,0,0,1,0,1,0,0,-446
BOGI COMPANY KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,4,1,7,13,1,0,11,3,1,1,12,10,3,1,542.7857143
ALBERSOLUÇÕES AUTO - COMPRA E VENDA DE AUTOMOVEIS LDA,1,7,4,1,0,0,0,1,1,0,0,0,0,1,551
L ÉS J KERESKEDELMI ÉS SZOLGÁLTATÓ BETÉTI TÁRSASÁG,3,4,6,9,0,0,9,0,4,5,0,7,2,0,702.2222222
NATURAUTO-PARK Kft.,1,8,1,1,0,0,1,0,0,0,1,1,0,0,278
"Bosscars OÜ, Dmitrijev Leonid",3,7,8,1,7,0,5,3,0,3,5,1,5,2,473.875
Exclusive Driving services,3,10,4,7,1,0,8,0,1,7,0,8,0,0,265
Gyémánt Car Kft,4,4,6,10,0,0,8,2,4,4,2,7,2,1,513.9
"Toy Cars-RS, Inh. Tansu Toy",1,4,2,1,0,0,1,0,0,0,1,1,0,0,-584
FLAVIMPERIO II LDA,1,10,4,2,0,0,1,1,0,2,0,1,1,0,-107.5
AUTOMOBIELBEDRIJF WENSVEEN B.V.,2,5,7,2,1,0,0,3,3,0,0,0,0,3,740.6666667
Delta-Motors GbR,1,9,6,0,1,0,0,1,1,0,0,0,0,1,1813
JOKI LOGISTIK DOOEL Ilinden,1,9,3,1,0,0,1,0,0,1,0,0,1,0,1136
DJI AND DJI EOOD,2,10,6,0,0,3,3,0,0,1,2,0,0,3,990
"SIA ""Tip Top Auto""",3,7,8,3,1,1,2,3,0,3,2,0,2,3,1065.4
SERGIO MANUEL PINTO DE SOUSA,1,9,3,0,1,0,1,0,0,1,0,0,1,0,333
CITAC Central International Trading and Consulting Korlátolt Felelősségű Társaság,3,6,6,5,1,0,4,2,5,1,0,0,5,1,331.1666667
AK SELECTED d.o.o.,1,10,3,1,0,0,1,0,0,1,0,0,1,0,1259
JG AUTODETAILING Jarosław Gawroński,1,8,3,0,1,0,1,0,0,1,0,0,1,0,1223
"FISCALE EENHEID VERSCHUUR BEHEER B.V., IGAM B.V. C.S.",2,8,6,3,1,0,3,1,2,2,0,2,1,1,171.5
Homan Bedum,1,10,2,1,0,0,1,0,0,1,0,1,0,0,384
Michal Vávra,3,7,8,1,6,1,7,1,1,2,5,1,4,3,964
SENILLA KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,5,2,7,15,0,0,14,1,4,11,0,8,7,0,740.2666667
"Mark Automobile, Inh. Anton Vydrin",1,10,4,1,0,0,0,1,0,0,1,0,0,1,366
Jaroslav Dvořák,1,10,2,1,0,0,1,0,0,1,0,1,0,0,465
Staautos,1,9,3,0,0,1,1,0,0,1,0,0,1,0,-893
"E.O Automobile, Inh. Eiman Omeirat",5,2,9,9,4,4,16,1,0,6,11,8,6,3,401.4705882
Lt Car Trade,7,3,10,32,0,0,18,14,21,11,0,1,14,17,831.59375
TUTICAR COMERCIO DE VEICULOS AUTOMOVEIS SOCIEDADE UNIPESSOAL LDA,1,10,3,1,0,0,0,1,1,0,0,0,1,0,326
NC Transactions,2,8,6,1,3,0,3,1,3,1,0,0,1,3,968.25
STAND M48 UNIPESSOAL LDA,1,10,3,1,0,0,1,0,0,1,0,0,1,0,513
"HT Automobile, Inh. Hakan Tüfekci",1,9,3,0,1,0,1,0,0,1,0,0,1,0,1521
Autohaus Brütsch GmbH,3,1,9,2,4,1,0,7,7,0,0,0,0,7,354.8571429
CĂTĂLIN AUTO CARS SRL,1,10,2,2,0,0,2,0,0,0,2,2,0,0,271.5
SARL ERIC KOSTRZEWA AUTOMOBILES,3,7,9,0,2,4,0,6,6,0,0,0,0,6,1531
ZARATAN IMPORT AUTO SRL,1,10,3,1,0,0,1,0,0,1,0,0,1,0,338
SASU ASK AUTO,1,9,1,0,1,0,1,0,0,0,1,1,0,0,204
"SKC Soulutions, Inh. Sebastian Kreßner",1,8,4,1,0,0,0,1,0,1,0,0,0,1,1016
SUCESSO PRINCIPAL LDA,1,9,3,1,0,0,0,1,1,0,0,0,1,0,995
AB AUTO,3,6,5,2,3,0,4,1,0,5,0,2,2,1,691.8
"Autoservice Titz, Inh. Eduard Titz",2,9,2,3,0,0,3,0,0,3,0,3,0,0,172.3333333
BOXCONTAINER Sp. z o.o.,1,10,2,0,1,0,1,0,0,0,1,1,0,0,364
Suomen Autoliike Oy,1,10,7,0,0,1,0,1,1,0,0,0,0,1,11078
ROUMELIOTOY EVDOXIA CHRISTOS,1,10,2,1,0,0,1,0,0,1,0,1,0,0,456
MAGA CONTROLL Szolgáltató Korlátolt Felelősségű Társaság,1,10,5,1,0,0,0,1,1,0,0,0,0,1,1318
Automobiles Patrice Esch,1,9,3,1,0,0,0,1,1,0,0,0,1,0,687
Wash24 OÜ,1,10,5,0,0,1,0,1,0,1,0,0,0,1,529
"Autohaus Asberg, Inh. Enes Kulaberoglu",1,6,2,1,0,0,1,0,0,1,0,1,0,0,1106
Autohaus Steinhart & Kraus GmbH & Co. KG,7,1,11,19,11,0,8,22,26,4,0,2,3,25,773.8333333
COSMAD CAR PARK S.R.L.,1,10,2,1,0,0,0,1,0,1,0,1,0,0,924
GARAGE DE L'AVESNOIS,1,1,2,1,0,0,1,0,1,0,0,1,0,0,-167
ANASTASIIA SKOROBOGATOVA TYUTYUNNIK,1,4,3,1,0,0,1,0,0,1,0,0,1,0,969
"Autohaus Ernst, Inh Frank Ernst",3,10,5,8,0,1,9,0,0,2,7,8,0,1,-43.11111111
"Autozentrum Rheine, Inh. Mher Galstyan",5,3,11,7,4,8,2,17,18,1,0,0,2,17,1572.526316
Tomas Kaziukėnas,3,7,6,0,7,0,7,0,0,1,6,4,2,1,677.4285714
BV WouterVda,1,9,7,0,1,0,0,1,1,0,0,0,0,1,3164
KARALIS DIMITRIOS KWNSTANTINOS,2,7,4,4,0,0,4,0,0,3,1,3,1,0,865
CELECT XRISTIDIS X ANONYMI EMPORIKI ETAIRIA ILEKTRIKON SYSKEYON||CELECT AE,1,10,3,1,0,0,0,1,0,1,0,0,1,0,948
TSIRONI MARIA DIMITRIOS,1,2,4,2,0,0,1,1,0,2,0,0,1,1,835.5
Aneliya Yankova,1,5,1,1,0,0,1,0,0,1,0,1,0,0,185
MAAS AUTO'S B.V. Mercedes-Benz,2,4,9,0,4,0,1,3,4,0,0,0,0,4,1146.25
"Keno-Automobile, Inh. Kenan Jasarspahic",3,7,5,4,1,0,3,2,2,1,2,2,1,2,728.6
TAG AUTO DOOEL uvoz-izvoz Skopje,1,8,4,1,0,0,0,1,0,1,0,0,0,1,423
Autohaus Seefried Ziemetshausen GmbH,1,9,7,0,2,0,0,2,2,0,0,0,0,2,1441.5
Autokeskus Oy,4,10,10,1,5,4,0,10,10,0,0,0,0,10,1979.8
"Schneider KFZ- und Zubehörhandel, Inh. Daniel Schneider",1,9,1,1,0,0,1,0,0,1,0,1,0,0,-528
KOMPOLAKIS IOANNIS CHARIDIMOS,1,7,3,1,0,0,1,0,0,1,0,0,1,0,-1706
EURL BOURY AUTOS,1,10,5,0,0,1,1,0,1,0,0,0,0,1,-7268
AutoSearch.sk s. r. o.,4,6,5,9,1,0,10,0,1,9,0,9,1,0,318.4
Gurus CZ s.r.o.,2,2,5,2,1,0,2,1,0,3,0,0,2,1,338
Retail Eger Kft.,4,7,7,13,1,0,12,2,0,14,0,7,7,0,729.7142857
L. de Prins automotive,1,10,4,0,1,0,1,0,1,0,0,0,0,1,1533
"M.J AUTO-EXPRES S.C.MIROSŁAW ROGOŻ, JANUSZ ZWOLEŃ",7,3,9,32,0,0,32,0,3,29,0,17,14,1,647.0625
"M&C Automobile, Inh. Cristoforo Amodeo",1,9,2,2,0,0,2,0,1,1,0,2,0,0,220.5
REIMS INDIVIDUAL MOTORS,5,1,11,0,3,12,1,14,15,0,0,0,0,15,1509.066667
"FISZMAN S.C. FILAR ANDRZEJ, SZMUC MAREK",4,6,9,11,3,0,10,4,5,8,1,3,9,2,517.9285714
Bavaria Motors,1,10,9,0,0,1,0,1,1,0,0,0,0,1,2944
FHU Anna Jaśki,3,5,4,5,0,0,5,0,0,5,0,5,0,0,468.8
Giostra s.r.o.,3,5,5,6,1,0,6,1,1,6,0,6,1,0,754.8571429
VAFEIADIS EVANGELOS MARIOS,1,8,4,2,0,0,0,2,0,2,0,0,2,0,975.5
AUTO SHERRETI SH.P.K,3,9,9,1,1,3,0,5,2,3,0,0,0,5,2343.8
J REDONDO SL,3,4,8,3,2,0,0,5,5,0,0,0,1,4,119
SAS EURONETAUTO.FR,3,8,7,3,3,3,9,0,3,6,0,2,6,1,543.7777778
ROSSOKORSA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA - UNIPERSONALE,3,3,5,5,1,0,4,2,5,1,0,4,1,1,680.3333333
AutoTop MV s.r.o.,1,10,2,1,0,0,1,0,0,1,0,1,0,0,-548
Van Trend Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,1,9,2,1,0,0,1,0,1,0,0,1,0,0,326
Autohaus E. Baumhoff GmbH & Co. KG,1,10,5,1,0,0,0,1,1,0,0,0,0,1,1530
"SIA ""Zintis Z""",4,1,7,7,4,0,10,1,0,6,5,6,5,0,396.8181818
"Polirenta, UAB",1,9,2,1,0,0,1,0,0,0,1,1,0,0,390
BEST CARS ON THE WEB SRL,3,6,7,1,1,3,3,2,1,2,2,1,2,2,62.4
KFZ-Denk Martin,2,8,6,4,0,0,1,3,0,4,0,0,2,2,478.75
Mérvell Car Kft.,1,10,2,0,1,0,1,0,0,0,1,1,0,0,396
Turan Sahin,2,6,6,2,1,1,2,2,0,4,0,2,0,2,972.5
M&K Finanse Katarzyna Kalińska,1,5,2,0,1,0,1,0,0,0,1,1,0,0,-89
"Automobile P&V, Inh. Paolo Di Manno",1,8,3,2,0,0,2,0,2,0,0,1,1,0,693
"DV Handel, Inh. Darijo Vukelja",4,5,9,1,7,4,2,10,1,11,0,0,1,11,592.5
TSIODRAS PANAG ATHANASIOS,1,9,2,1,0,0,0,1,0,1,0,1,0,0,1124
VRUBLEVYCH IVAN IVANOVYCH,1,10,2,0,1,0,1,0,0,0,1,1,0,0,247
H&C AUTO,1,7,3,1,1,0,2,0,0,2,0,2,0,0,-41.5
